seg_id,category,duration_s,ja_ref,hyp,cer,chrf++,bleu_char,rouge_l_f1,stt_elapsed_s
7112_25922_180.00_181.00,게임,1.0,火のついた宿題とロウソクを組み合わせたら,火のついたしょくだいドローン。,0.75,13.1,18.13,0.3529,1.6409999999741558
7112_25922_186.00_188.00,게임,2.0,火のついた宿題を持っている人の近くにいる人も,火のついた宿題を持っている人の近くに。,0.1818,70.93,80.07,0.9,2.047000000020489
7112_25922_194.00_195.00,게임,1.0,あの3つ持ってるからもうじゃあ,3つ持ってるから。,0.4667,41.53,41.69,0.6957,1.7030000000086147
7112_25922_198.00_203.00,게임,5.0,あ、であのレシピあるやん今手に入ってるあの緑のレシピを使って,レシピあるやん今手に入ってる緑の緑のレシピ。,0.3103,51.07,59.14,0.8,3.562999999994645
7112_25922_2.00_4.00,게임,2.0,なんかガサガサガサガサって,なんかガサガサガサガサっつって。,0.1538,76.65,80.91,0.9286,2.3440000000118744
7112_25922_204.00_206.00,게임,2.0,あのー右クリックで使って,逃げクリクで使って。,0.4167,25.54,36.78,0.6667,2.297000000020489
7112_25922_206.00_208.00,게임,2.0,その3つを組み合わせたら,その3つを置く。,0.5833,22.62,30.1,0.5263,2.25
7112_25922_208.00_210.00,게임,2.0,あ、宿題持ってないの?宿題俺が持ってるんだ,組み合ってたらあっしゅくだいもってない。,0.85,11.27,15.37,0.2564,2.312999999994645
7112_25922_221.00_222.00,게임,1.0,オッケーオッケーオッケーオッケー,キョキョキョキキュ。,1.0,0.0,0.0,0.0,1.937000000005355
7112_25922_222.00_223.00,게임,1.0,じゃあロウソクも渡しておくわ,じゃあ豪則。,0.7857,8.72,6.57,0.3158,1.6719999999913853
1352_5491_0.03_4.10,여행,4.068087542139571,ライブ配信をしたいなとということで、もう、金曜日の夜なんでね。,ライブ配信をしたいなと思います。ということで、もう金曜日の夜なんでね。,0.1429,74.55,81.69,0.9333,2.9530000000086147
1352_5491_107.00_109.00,여행,2.0,マンペーの声小っちゃいってきたな。,徹底の声ちっちゃいって来たな。,0.375,27.42,37.49,0.6667,2.062999999994645
1352_5491_113.00_115.00,여행,2.0,ピンマイクみたいなのを買わなかった？,これ、ピンバイクみたいな顔なあかんな。,0.6111,22.83,31.59,0.5714,2.0929999999934807
1352_5491_117.00_119.00,여행,2.0,1件しか来てないから多分大丈夫だと思う。,1件しか来てないから、たぶん大丈夫だと思う。,0.1579,60.42,74.83,0.8718,1.985000000015134
1352_5491_119.00_121.00,여행,2.0047615183328418,ピンマイクあれ、（なんぼ）/（いくら）するんやろうなあ？,ピンマイカあれなんぼすんねやろな。,0.5185,14.8,14.4,0.6512,2.2339999999967404
1352_5491_121.00_123.00,여행,2.0,4、5千円くらいじゃない？,4、5000円ぐらいじゃない?,0.3333,43.22,49.13,0.7692,2.1410000000032596
1352_5491_124.99_132.28,여행,7.284133496834002,あっ、信号が青なので渡りたいの。信号が青だから。,信号が青やから。,0.7143,10.75,6.62,0.4286,4.077999999979511
1352_5491_132.27_135.94,여행,3.6667653481756304,渡れます。明るいですね。,明るいですね。,0.4,42.14,51.34,0.75,2.73499999998603
1352_5491_135.94_141.00,여행,5.065358024532827,えーとー、2時間の近く、バンコクは信号が青の時に渡ればね。,南北は信号が青のときに渡れます。,0.6923,17.93,20.32,0.439,3.14000000001397
1352_5491_139.00_141.00,여행,2.0,バンコクは信号が青の時に渡れば。,信号が青なときに渡れます。,0.6667,16.99,23.88,0.5185,2.187999999994645
1352_5491_141.00_147.00,여행,5.994286933888958,情報薄くないですか？さっきから。なんか、木とか、いろんな人歩いてるとか。,情報薄くない?さっきから。なんかキーとか、いろんな人歩いてるとか。,0.1562,59.7,76.4,0.9032,3.5940000000118744
1352_5491_148.13_150.10,여행,1.9700035681359225,あの、バンコクは情報です。,バンコクは情報です。,0.1818,68.01,80.07,0.9,1.889999999984866
1352_5491_150.59_153.00,여행,2.409951235309478,いろんなことが、だからすごいおもしろい。,すごい重いです。,0.8333,6.59,5.46,0.32,2.0
1352_5491_156.49_159.00,여행,2.50993934148255,でもバンコク、タイは最後です。,なおバンコク界は最後です。,0.3077,31.13,48.86,0.72,2.0160000000032596
1352_5491_161.00_163.50,여행,2.4999405309000053,スポットヤムクンが美味しいです。,たこやむくんがおいしいです。,0.6667,11.54,17.53,0.3571,2.2960000000020955
1352_5491_164.81_171.40,여행,6.589454073328795,あとはナナプラザっていうところに今からちょっとに行こうと思うんですけど、ナナプラザは楽園です。,七プラザっていう所に、今からちょっと、大体相手だけで行こうと思うんですけど、七倉田は楽園です。,0.4444,42.26,56.59,0.7045,4.046999999991385
1352_5491_17.01_21.00,여행,3.989525415577887,名物のグッズ、これは何やら（やっぱ）/（やはり）ね、たくさんありますね。,ここまでは何やらやっぱね、たくさんありますね。,0.4848,30.81,35.4,0.6667,3.0160000000032596
1352_5491_173.32_175.00,여행,1.6800380602462894,マンペ（聞こえへん）/（聞こえない）って結構多いな。,満点聞こえへんって結構多いな。,0.52,28.55,31.89,0.6154,2.0929999999934807
1352_5491_184.48_187.35,여행,2.869658632264617,もうできない。もう、ちょい声張ろう。結構張ってる。,もうちょい声入れば俺、結構張ってるわよ。,0.5714,32.25,44.8,0.6154,2.5780000000086147
1352_5491_187.34_188.67,여행,1.3300796886116473,うん、めちゃくちゃ張ってる。,めちゃくちゃ合ってる。,0.25,38.88,53.88,0.8182,1.812999999994645
1352_5491_189.32_194.45,여행,5.124628317937606,でもこれ（聞こえへん）/（聞こえない）ってもうちょいだから、まあ、バンコクの街並みを見ながらね。,でもこれ、聞こえへんというのは問題ないから、韓国の街並みを見ながらね。,0.4889,27.37,33.99,0.6234,3.39000000001397
1352_5491_203.03_206.73,여행,3.6947983996393816,欲しい。でもあれでスラムとか撮影行きたくない。,でも、あれでスラムとか撮影行きたくない。,0.1429,74.12,84.65,0.9231,2.937000000005355
1352_5491_21.00_31.33,여행,10.329722873800002,ここは非常に交通量が多いところに走られましてあの、非常に車の音がうるさいなって思うかもしれないんですけどちょっと、悪い。,ここは非常に交通量が多いところを多く知られまして、非常に車の音がうるさいなって思うかもしれないんですけど、最初かだったらごめんなさい、ちょっとあれで。,0.386,61.82,65.06,0.7969,5.187000000005355
1352_5491_212.90_216.99,여행,4.089751418973037,聞こえるで。外うるさいから仕方ないんやね。近づいたら聞こえるわ。,近づいたら聞こえるわ。,0.6552,28.04,14.96,0.5128,2.702999999979511
1352_5491_216.72_221.94,여행,5.21975641151576,もうしわけない。ここに一回行ってみたいんだけど結構知らんとこや。,申し訳ない、ここ面会してるみたいで、知らんっぽい。,0.6333,12.92,14.83,0.4615,3.26500000001397
1352_5491_227.52_229.89,여행,2.3699559928001293,あの、タイチ君も1ヶ月以上住んでる。,太一君の1か月以上送ってるの?,0.75,9.29,11.31,0.3871,2.3439999999827705
1352_5491_229.89_232.22,여행,2.324961345020853,いやー、わあ、ぜんぜん住みやすいね、ほんとうに。,全然住みやすいね、本当に。,0.65,19.1,21.17,0.4516,2.2660000000032596
1352_5491_231.90_238.33,여행,6.429473103499987,暑いけど、なんでも揃ってるもんな、飯、普通にウーバーで頼んでも400円で食うよ。,安いよね、暑いけど、なんでもころっても、飯、別に売り場で頼んでも。,0.6389,23.98,31.07,0.5625,3.827999999979511
1352_5491_243.00_248.36,여행,5.359600367399992,ていうか、ずっとさ、もう出前生活が続いちゃうよね。400円だから。,っていうか、ずっとさ、もう出前生活が続いちゃうよね、400円だから。,0.0345,85.07,96.49,0.9831,3.3910000000032596
1352_5491_279.00_282.99,여행,3.994762718199979,タイで面白いこと、いやー、まあ、言えないあんなことやこんなことが。,世界でおもしろいことを、言えないあんなことや、こんなことが。,0.3793,47.73,58.49,0.7143,2.7339999999967404
8407_40837_0.00_15.28,"음식,요리",15.28,今日はほとんど忘れていなかった、蒸気ガスパッケージを紹介します,あっ。,0.9667,1.37,0.0,0.0625,6.26600000000326
8407_40837_106.28_108.28,"음식,요리",2.0,おっと、おぶさんありがとう,ロットーブさんありがとう。,0.4167,39.06,51.57,0.5833,1.7030000000086147
8407_40837_108.28_114.28,"음식,요리",6.0,久しぶりの寿司だよ、いつぶり?半年くらい?めっちゃ久しぶり,いや久しぶりの寿司だよいつぶり半年ぐらいめっちゃ久しぶり。,0.1786,56.35,72.25,0.8929,3.3589999999967404
8407_40837_116.28_119.28,"음식,요리",3.0,ライブ初参戦、日生さん、よいよいよい,ライブ初参戦ニセイさんよいよい。,0.3125,42.97,60.58,0.7742,2.452999999979511
8407_40837_120.28_122.28,"음식,요리",2.0,トモさんありがとう、一万人,トモさんありがとう1万人。,0.0833,61.4,76.92,0.9167,2.14000000001397
8407_40837_129.28_138.28,"음식,요리",9.0,こんばんは、あしゅあしゅさん,こんばんは。アシュアシュアシュアシュシャンアシュアシュシャン。,1.8462,14.54,12.05,0.2381,4.562999999994645
8407_40837_171.28_178.28,"음식,요리",7.0,30皿がお寿司で10皿がデザート,えっと30皿がおすしで10皿がデザイン。,0.4375,40.62,49.88,0.6857,3.812999999994645
8407_40837_178.28_181.28,"음식,요리",3.0,だからワンチャンいけるかなって感じ,あとだからワンチャンいけるかなって感じ。,0.1176,83.39,88.52,0.9444,2.4530000000086147
8407_40837_185.28_194.28,"음식,요리",9.0,つまみ食い、もう始めてもいいかな,つまみ食い。えっもう始めてもいいかなあ。,0.2,63.58,71.6,0.9091,4.405999999988126
8407_40837_212.28_219.28,"음식,요리",7.0,じゃあ今からね、体重測定から始めますね、何キロ増えるのか,じゃあ今からね体重測定から始めますね何キロ増えるのか。,0.0,100.0,100.0,1.0,2.7809999999881256
8407_40837_231.28_237.28,"음식,요리",6.0,あれ、消えた、待って待ってもう一回,まってまってもういっかい。,0.7333,13.77,19.64,0.4444,2.48499999998603
8407_40837_259.28_267.28,"음식,요리",8.0,全然見えんかった、えっとねー体重は54.5、この服を着て54.5です,全然見えんかった。えっとね体重は545。この服を着て54。,0.1875,55.3,68.88,0.8966,4.2039999999979045
8407_40837_267.28_271.28,"음식,요리",4.0,はい、皆さん覚えていてください、どんぐらい増えるかな,皆さん覚えていて下さいどんぐらい増えるか。,0.2083,57.19,70.24,0.8636,2.937000000005355
8407_40837_285.28_291.28,"음식,요리",6.0,え、じゃあ俺も一回毎日大食いしてみようかな,もう一回毎日大食いしてみようかな。,0.3,59.49,68.24,0.8333,3.077999999979511
8407_40837_297.28_301.28,"음식,요리",4.0,マジでもっと大きくなりたかった,マジでもっと大きくなりたかった。,0.0,100.0,100.0,1.0,2.48499999998603
8407_40837_304.28_308.28,"음식,요리",4.0,よし、54.5、みんな覚えててね、ほんと,よし545みんな覚えててね本当。,0.2353,48.02,63.38,0.8125,2.484000000025844
8407_40837_322.28_325.28,"음식,요리",3.0,ふーてらのてらは、めしてらのてら!,フーテロンテロはミステロのテロ。,0.8125,2.71,3.24,0.1935,2.390999999974156
8407_40837_325.28_330.28,"음식,요리",5.0,ということで、今日はお寿司100貫を食べていこうと思います,今日はおすし100貫を食べていこうと思います。,0.2857,52.98,62.67,0.8,3.187000000005355
8407_40837_330.28_333.28,"음식,요리",3.0,それでは食べていきましょう,それでは食べていきまシュ!,0.2308,60.55,73.62,0.7692,2.375
8407_40837_355.28_359.28,"음식,요리",4.0,そう、めっちゃ小柄なんですよ,そうめっちゃ小柄なんですよ。,0.0,100.0,100.0,1.0,2.625
8407_40837_377.28_382.28,"음식,요리",5.0,この挨拶、特に意味はないかな,この挨拶特に意味はないかな。,0.0,100.0,100.0,1.0,2.937000000005355
8407_40837_382.28_386.28,"음식,요리",4.0,なんか先輩が、なんかこんなのもいいねみたいな,先輩がこんなのもいいねみたいな。,0.2857,51.19,58.73,0.8333,2.4839999999967404
8407_40837_386.28_389.28,"음식,요리",3.0,で、一緒に考えた、やったっけな、どうやったっけ,どうやったっけ?,0.7,24.83,18.76,0.5,2.1559999999881256
8407_40837_398.28_401.28,"음식,요리",3.0,総額ね、5000円くらいですね,総額5000円ぐらいですね。,0.1429,37.94,57.73,0.8889,2.187000000005355
8407_40837_401.28_412.28,"음식,요리",11.0,何のネタか、そりゃあね、一番大好きな穴子からで決めてた,なんのねだからそりゃあね一番大好きなアナゴからで決めてた。,0.32,48.67,57.51,0.7547,4.875
8407_40837_430.28_435.28,"음식,요리",5.0,米田はね、明日動画上げるのでお楽しみに,コメダはね明日動画上げるのでお楽しみに。,0.1667,73.56,82.78,0.8649,2.875
8407_40837_456.28_460.28,"음식,요리",4.0,今日はお寿司だけ一応、でも一応ね,今日はおすしだけ一応でも一応ね。,0.1333,54.04,72.42,0.8667,2.812000000005355
8407_40837_460.28_465.28,"음식,요리",5.0,あの、もし全部食べきれたらプリンが1個あります,あのもし全部食べきれたらプリンが1個あります。,0.0,100.0,100.0,1.0,3.5
8407_40837_470.28_474.28,"음식,요리",4.0,ね、米田マジで楽しみにしてて、めっちゃ,カメラマジで楽しみにしちゃってめっちゃ。,0.3529,44.34,55.79,0.7222,2.875
8407_40837_482.28_487.28,"음식,요리",5.0,陸上のね、長距離1500とかやってるかな,これでいいかな?,0.9474,2.61,2.79,0.1481,3.047000000020489
1373_5567_102.40_111.99,"일상,소통",9.585014636599993,で、なんかね、最近、ちょっと、途中で写真とかを挿入できるように、なんか、ソフトを使って配信してるんですよね。,でなんかね最近ちょっと途中で写真とかを挿入できるようにソフトを使って配信してるんですよね。,0.0638,76.0,90.01,0.967,4.578000000008615
1373_5567_111.99_121.85,"일상,소통",9.860005090983364,なので、なんかね、私たちと、皆さん、私たちじゃない、私と皆さんの間に、あの、時差が、10秒とか20秒くらいあるのかな。みたいなんですけど。,なので何かね私と皆さんの間に時差が10秒とか20秒くらいあるのかなみたいなんですけど。,0.3051,52.78,58.51,0.8119,4.546999999991385
1373_5567_122.00_126.63,"일상,소통",4.625073182999998,ちょっとまあ、それは、あまり気にしないように、ちょっとね、配信していきたいと思います。,ちょっとまあそれはあまり気にしないようにちょっとね配信していきたいと思います。,0.0,100.0,100.0,1.0,2.827999999979511
1373_5567_127.20_133.94,"일상,소통",6.735122820099988,よし。で、えーと、ちょっと待ってくださいね。私のチャットが見やすいように、自分のページをスマホで見ますね。,よし、ちょっと待ってくださいね、私のチャットが見やすいように、自分のページをスマホで見ますね。,0.0851,76.43,88.3,0.9556,3.48499999998603
1373_5567_134.90_138.76,"일상,소통",3.8550439098000027,よいしょ。はい。オッケー。これで、見られるようになりました。,はいok声で見られるようになりました。,0.4,44.22,49.83,0.6977,2.4070000000065193
1373_5567_138.91_146.61,"일상,소통",7.7000000000341515,はい。じゃあ、えーと、皆さんこんばんは。国内登山？っていうね、コメントが、はい。ありますね。,皆さんこんばんは国内登山っていうコメントがありますね。,0.3158,41.1,50.18,0.8125,4.094000000011874
1373_5567_146.80_151.59,"일상,소통",4.790039455200002,えっとですね、今回は、えーと、国内ではなく、海外の登山についてちょっと、発表したいと思います。,今回は国内ではなく海外の登山についてちょっと発表したいと思います。,0.2195,64.07,71.61,0.8767,3.2189999999827705
1373_5567_157.50_159.63,"일상,소통",2.130034364199986,じゃーん。はい。ビールを用意しました。,ビールを用意しました。,0.375,51.66,54.88,0.7692,2.109000000025844
1373_5567_165.64_178.08,"일상,소통",12.435021000287861,これは、えーと、私、えー、7月上旬かな。7月だっけ。7月かな、に、エルブレスっていうアウトドア用品店で、あの、イベントやったんですよ。,これはえっと私7月上旬かな7月だっけ7月かなにエルブレスっていうアウトドア用品店でイベントやったんですよ。,0.0893,68.36,82.64,0.9444,6.094000000011874
1373_5567_178.20_183.93,"일상,소통",5.725035000500014,御茶ノ水店で。その時にね、視聴者さんが持ってきてくださって、ちょっと今日、飲んでみようと思って、残しておきました。,お茶の水店で、そのときにね、視聴者さんが持ってきてくださって、ちょっときょう、飲んでみようと思って残しておきました。,0.1373,65.78,78.82,0.8846,3.2809999999881256
1373_5567_18.39_22.40,"일상,소통",4.010329641464466,よいしょ。はい。映ったら、皆さん、教えてください。,映ったら皆さん教えてください。,0.3,60.21,65.14,0.8235,2.4539999999979045
1373_5567_184.24_186.56,"일상,소통",2.3248949983878617,これ、どこのビールなんだろう。流れ星。,これ、どこのビールなんだろう、流れ星。,0.0,100.0,100.0,1.0,1.937999999994645
1373_5567_188.57_197.98,"일상,소통",9.414088590822104,国産ホップ農家の方が育てたホップを、ま、国産のホップが使われたビールということで、美味しそう。じゃあ、いただきます。,国産ホップ農家の方が育てたホップを国産のホップが使われたビールということでおいしそうじゃあいただきます。,0.0577,71.93,87.92,0.9515,4.687999999994645
1373_5567_200.19_203.88,"일상,소통",3.6898867254776633,うわー。はい。なんか、パッケージもすごいおしゃれ。はい。,なんかパッケージもすごいおしゃれ。,0.3043,60.39,64.56,0.8205,2.4219999999913853
1373_5567_204.40_205.66,"일상,소통",1.2600050909999823,視聴者様、ありがとうございます。,視聴者様、ありがとうございます。,0.0,100.0,100.0,1.0,1.75
1373_5567_205.71_208.64,"일상,소통",2.929996181746958,で、えーと、グラスはね、これ超お気に入りなんですけど、,グラスはねこれ超お気に入りなんですけど。,0.1739,71.69,81.02,0.9048,2.437999999994645
1373_5567_208.66_220.91,"일상,소통",12.24985363408183,これは、えっとスイスの、えー、このクライネ・シャイデックっていう、あの、グリンデルワルドのね、この、こう、高い山の上の方にある駅の、はい。えー、これ、グラスですね。,これはスイスのこのクライゲシャイデックっていうグリンデルワルトのね高い山の上の方にある駅のこれグラスですね。,0.25,44.62,56.36,0.843,6.046999999991385
1373_5567_220.97_222.58,"일상,소통",1.6103041865648322,じゃあ、これでちょっと、いただきます。,これでちょっといただきます。,0.1875,69.49,79.39,0.8966,1.8910000000032596
1373_5567_223.70_227.42,"일상,소통",3.722738758600002,あ、皆さん予想してますね。マッターホルンですかって、次登る山。,あっ皆さん予想してますねまた降るんですかって次登る山。,0.2963,49.31,63.09,0.7547,2.6719999999913853
1373_5567_23.75_26.94,"일상,소통",3.185154638714039,ちょっとね、今日は、若干のタイムラグ、あ、,ちょっとね今日は若干のタイマーが。,0.2353,62.6,74.37,0.7879,2.2660000000032596
1373_5567_231.50_238.03,"일상,소통",6.529919816930317,あ、ちょっと、私、注ぎ方が、あんまり上手じゃなくて、泡が出ちゃった。ちょっと、ちょっと待ちましょうね。はーい。,あっちょっと私注ぎ方があんまり上手じゃなくて泡までちょっとちょっと待ちましょうね。,0.2174,63.28,74.64,0.8605,3.625
1373_5567_240.87_242.99,"일상,소통",2.115469007227915,エベレスト？っていうコメントもありますね。,エベレストっていうコメントもありますね。,0.05,68.35,86.06,0.9744,1.985000000015134
1373_5567_243.38_247.53,"일상,소통",4.145745193375717,どうでしょうか。はい。えーと。,どうでしょうかはいえっと。,0.0833,68.24,82.65,0.9167,2.735000000015134
1373_5567_250.74_256.32,"일상,소통",5.577932488389877,南極大陸の山とかですか。南極でしょうかね。どうかな。,南極大陸の山とかですか南極でしょうかねどうかな?,0.0435,97.55,95.54,0.9787,3.3429999999934807
1373_5567_256.68_259.22,"일상,소통",2.5446760859341566,はい。まずはちょっと、ビールで乾杯したいと思います。,まずはちょっとビールで乾杯したいと思います。,0.087,78.84,90.92,0.9545,2.3280000000086147
1373_5567_272.00_275.53,"일상,소통",3.525060455500011,なのでね、お酒とか、ほとんどもう、飲んでなかったんですよ。最近。,なのでねお酒とかほとんどもう飲んでなかったんですよ最近。,0.0,100.0,100.0,1.0,2.7809999999881256
1373_5567_276.00_280.71,"일상,소통",4.705075728400004,はい。今日は、あ、久しぶりでも、だ、実は昨日、我慢できなくて飲んじゃったんですけど。,きょうは久しぶりでも、きのう我慢できなくて飲んじゃったんですけど。,0.2857,51.44,62.9,0.7576,3.1560000000172295
1373_5567_28.24_33.58,"일상,소통",5.330492553036741,こんにちは。あ、こんにちはじゃない。こんばんはだ。皆さん、こんばんは。,こんにちは。あっこんにちはじゃない。こんばんはだ。皆さんこんばんは。,0.0345,76.66,90.96,0.9831,3.39000000001397
1373_5567_281.33_284.11,"일상,소통",2.7802570948409198,昨日はねもう、我慢できなくて、ちょっとハイボール飲んじゃったんですけど。,きのうはね、もう我慢できなくて、ちょっとハイボール飲んじゃったんですけど。,0.0909,79.55,90.76,0.9254,2.4539999999979045
1373_5567_291.15_296.32,"일상,소통",5.165029909556154,はい。あ、白馬岳登って来ました。って方いますね。お天気良かったんじゃないですか。今日とか。,白馬岳登ってきましたって方いますね、お天気よかったんじゃないですか、きょうとか。,0.2051,54.09,69.21,0.8421,3.0939999999827705
7266_28097_0.00_8.64,"패션,뷰티",8.64,こちら、左手の中指も取れちゃって、その数日前にも右手、両方とも今回は中指が取れてしまいました。,こちら左手の中指も取れちゃってその数日前にも右手何だろうね両方とも今回は中指が取れてしまいました。,0.1163,78.33,85.91,0.9451,4.2960000000020955
7266_28097_102.40_106.04,"패션,뷰티",3.6400000000000006,その後一緒にご飯とかは行ったりするんですけど、,なんかそのあと一緒にね、ごはんとかは行ったりするんですけど。,0.3636,53.66,55.24,0.8,2.5780000000086147
7266_28097_106.04_111.56,"패션,뷰티",5.519999999999996,ネイルはちょっと行くときはお休みになっちゃう方が多くて、,なんかねネイルはねちょっといっときやっぱお休みになっちゃう方が多くて。,0.3704,49.82,54.73,0.7869,3.5
7266_28097_111.56_118.04,"패션,뷰티",6.480000000000004,ちょっと施術のお客様が減ってはいるので、,ちょっと施術のお客さんも減ってはいるので。,0.1579,60.42,74.83,0.8718,4.687999999994645
7266_28097_118.04_124.44,"패션,뷰티",6.3999999999999915,どっかのタイミングで少しだけ募集するかもは考えているので、,ちょっとどっかのタイミングで少しだけ募集するかもは、ちょっと考えているので。,0.2857,72.36,72.21,0.875,3.9219999999913853
7266_28097_124.44_131.80,"패션,뷰티",7.360000000000014,まだ具体的に考えていないので、もうちょっとお待ちいただけたら嬉しいです。,まあちょっとね、まだ具体的に考えてないので、もうちょっとお待ちいただけたらうれしいです。,0.2941,63.78,69.13,0.8533,4.25
7266_28097_131.80_134.56,"패션,뷰티",2.759999999999991,というわけで、こちらもよく聞かれますが、,というわけでこちらもよく聞かれますが。,0.0,100.0,100.0,1.0,2.4070000000065193
7266_28097_134.56_139.96,"패션,뷰티",5.400000000000006,これはプリジェルのネイルプレップというプレプライマーの液体なんですけど、,これはねプリジェルのネルプレプっていうプレプライマーの液体なんですけど。,0.1429,57.82,74.04,0.9143,2.6570000000065193
7266_28097_139.96_145.28,"패션,뷰티",5.319999999999993,別にエタノール成分が入っている液体だったら何でもいいです。,あれですね別にエタノール成分入ってる液体だったら何でもいいです。,0.25,61.7,72.03,0.8814,3.10999999998603
7266_28097_145.28_151.00,"패션,뷰티",5.719999999999999,これを根元に一旦しみ渡していきましょう。,じゃこれをね根元にちょっと一旦しみ渡していきましょう。,0.3684,58.66,57.61,0.8444,3.2189999999827705
7266_28097_151.00_157.68,"패션,뷰티",6.680000000000007,そのまま剥がしちゃうと結構地詰めが持っていかれてしまうことが多いので、,このまま剥がしちゃうと結構地詰めが持ってかれてしまうことが多いので。,0.0588,73.65,89.11,0.9552,3.7960000000020955
7266_28097_157.68_162.00,"패션,뷰티",4.319999999999993,ただ厚みがあると地詰めが持っていかれやすいので、,ただねあと厚みがあると地詰め持ってかれやすいのでこの親指。,0.3913,48.53,55.44,0.8235,3.0160000000032596
7266_28097_162.00_167.16,"패션,뷰티",5.159999999999997,この親指、薬指が今回はちょっと心配な要素でございます。,薬指が今回はちょっと心配な要素でございます。,0.16,73.0,82.66,0.913,3.187999999994645
7266_28097_167.16_172.84,"패션,뷰티",5.680000000000007,こんばんは、よろしくお願いします。,あっこんばんは。よろしくお願いします。よし。,0.2667,80.49,77.03,0.8824,3.3289999999979045
7266_28097_17.24_24.96,"패션,뷰티",7.720000000000002,色味はちょっとお楽しみとして、はい、じゃあまずね、早速いつも通り爪を取っていきたいと思います。,まあ色みはちょっとお楽しみとしてはいじゃあまずね早速いつもどおり爪を取っていきたいと思います。,0.1163,73.15,83.53,0.9213,4.296999999991385
7266_28097_172.84_177.56,"패션,뷰티",4.719999999999999,いつもネイルを見に来てくださる方、,そう、いつもね、なんかネイル見に来てくださる方、マイネールのライブ。,1.0,43.11,34.87,0.6522,2.625
7266_28097_177.56_184.16,"패션,뷰티",6.599999999999994,推しがオレンジなので今回もお真似しますと言ってくださる方がちょこちょこいらっしゃるんですけど、,推しがオレンジなので今回はまねしますって言って下さる方がちょこちょこいらっしゃるんですけど。,0.1739,59.05,73.53,0.8571,3.7660000000032596
7266_28097_184.16_188.72,"패션,뷰티",4.560000000000002,久々に違う色をやりたいと思うので、,ちょっと久々に違う色を、すみませんね、やりたいと思うので。,0.625,59.49,52.32,0.7619,2.75
