seg_id,category,group,has_proper_noun,duration_s,ko_ref,hyp_ko,chrf++,latin_leak,translate_elapsed_s
8407_40837_178.28_181.28,"음식,요리",normal,False,3.0,그래서 왕창 갈 수 있지 않을까 하는 느낌,"그러니까, 혹시 될까나 싶어.",1.62,False,0.3279999999795109
8407_40837_185.28_194.28,"음식,요리",normal,False,9.0,안주 먹고 이제 시작해도 될까,음... 이제 시작해도 될까?,54.65,False,0.2970000000204891
8407_40837_212.28_219.28,"음식,요리",normal,False,7.0,"그럼 지금부터 체중 측정부터 시작할게요, 몇 킬로그램 늘어나는지","음... 그럼 이제부터 체중 측정부터 시작할게요, 몇 キロ 늘었을지.",51.96,False,0.46800000010989606
8407_40837_231.28_237.28,"음식,요리",normal,False,6.0,"어, 꺼졌어, 잠깐만, 잠깐만 다시","어, 사라졌어. 기다려, 기다려도 한 번 더.",12.45,False,0.40699999989010394
8407_40837_259.28_267.28,"음식,요리",normal,False,8.0,전혀 보이지 않았다. 음.. 몸무게는 54.5 이 옷을 입고 54.5 입니다.,"전혀 안 보였어, 음... 체중은 54.5, 이 옷 입고 54.5야.",23.9,False,0.5930000001098961
8407_40837_267.28_271.28,"음식,요리",normal,False,4.0,"네, 여러분 기억하세요, 얼마나 늘어날까","네, 여러분 기억해주세요, 얼마나 늘어날까?",73.99,False,0.375
8407_40837_285.28_291.28,"음식,요리",normal,False,6.0,"어, 그럼 나도 한번 매일 대식해볼까?","음, 그럼 나도 한번 매일 대식해 볼까?",85.48,False,0.375
8407_40837_297.28_301.28,"음식,요리",normal,False,4.0,정말로 더 크고 싶었다.,진짜 좀 더 컸으면 됐을 텐데.,7.04,False,0.39099999982863665
8407_40837_304.28_308.28,"음식,요리",normal,False,4.0,"좋아, 54.5 모두 기억해, 정말","좋아, 54.5, 다들 기억해 줘, 진짜",43.57,False,0.4220000000204891
8407_40837_322.28_325.28,"음식,요리",normal,False,3.0,후테라노테라는 메시라노테라!,"푸ー테라의 테라는, 메세테라의 테라!",18.74,False,0.4220000000204891
8407_40837_325.28_330.28,"음식,요리",normal,False,5.0,그래서 오늘은 초밥 100관을 먹고 가려고 합니다.,"ということで, 오늘 100貫 스시 먹어보도록 하겠습니다.",10.57,False,0.43700000015087426
8407_40837_330.28_333.28,"음식,요리",normal,False,3.0,그럼 먹고 갑시다,그럼 맛있게 먹어볼까요.,10.57,False,0.3279999999795109
8407_40837_355.28_359.28,"음식,요리",normal,False,4.0,"맞아요, 엄청 작아요.","응, 진짜 아담해.",8.92,False,0.28199999989010394
8407_40837_377.28_382.28,"음식,요리",normal,False,5.0,"이 인사, 특별한 의미는 없을까?","이 인사, 특별한 의미는 없어.",73.25,False,0.3119999999180436
8407_40837_382.28_386.28,"음식,요리",normal,False,4.0,뭔가 선배님이 뭔가 이런 것도 좋네 이런 것도 좋아요.,"なんか 선배가, 뭔가 이런 것도 좋네 같은.",35.24,False,0.3600000001024455
8407_40837_386.28_389.28,"음식,요리",normal,False,3.0,"그래서 같이 생각했어, 했지, 어떻게 했지?","음... 같이 생각했었지, 어떻게 했더라?",33.89,False,0.34300000010989606
8407_40837_398.28_401.28,"음식,요리",normal,False,3.0,총액은 5000엔 정도군요.,"총액은 음, 5000엔 정도겠네요.",46.52,False,0.40699999989010394
8407_40837_401.28_412.28,"음식,요리",normal,False,11.0,"무슨 소재인지, 그거야, 제일 좋아하는 붕장어부터 정했어.","뭐야, 그건 제일 좋아하는 아나고로 정했어.",28.82,False,0.3899999998975545
8407_40837_430.28_435.28,"음식,요리",normal,False,5.0,요네다는 내일 동영상 올리니까 기대해주세요.,요미타는 내일 영상 올리니까 기대해도 돼.,39.39,False,0.3910000000614673
8407_40837_456.28_460.28,"음식,요리",normal,False,4.0,"오늘은 초밥만 일단, 그래도 일단은..","오늘만은 스시만 먹을 생각이고, 뭐 그래도.",14.77,False,0.39000000013038516
8407_40837_460.28_465.28,"음식,요리",normal,False,5.0,"저기, 만약 다 먹으면 푸딩이 1개 있어요.",음... 만약 다 먹을 수 있으면 푸딩이 하나 있어요.,34.51,False,0.40699999989010394
8407_40837_470.28_474.28,"음식,요리",normal,False,4.0,"있잖아, 요네다 정말로 기대하고 있어, 굉장히","음... 요미타, 진짜 기대하고 있을게, 엄청.",16.32,False,0.39000000013038516
8407_40837_482.28_487.28,"음식,요리",normal,False,5.0,육상에서 장거리 1500 이런거 하고 있을까?,"육상 쪽은, 장거리 1500 같은 거 뛰려나?",29.26,False,0.4529999999795109
1373_5567_102.40_111.99,"일상,소통",hard,False,9.585014636599993,"그래서 뭐라고 할지, 요즘 잠깐 중간에 사진 같은 걸 삽입할 수 있도록 뭔가 소프트웨어를 사용해서 라이브 하고 있거든요.","음... 요즘은 좀, 방송 중에 사진 같은 걸 중간에 넣을 수 있게, 뭐, 소프트 같은 걸로 방송하고 있어요.",18.65,False,0.5629999998491257
1373_5567_111.99_121.85,"일상,소통",hard,False,9.860005090983364,"그래서 뭔가 우리랑 여러분, 우리가 아니라 저랑 여러분 사이에 저 시차가 10초나 20초 정도 있으려나. 그런 것 같은데요.","그러니까, 뭔가 저희랑, 여러분, 저희가 아니구, 제가 여러분 사이에, 음, 시차가 10초나 20초 정도 있는 거 같아요.",36.47,False,0.6870000001508743
1373_5567_122.00_126.63,"일상,소통",hard,False,4.625073182999998,"뭐 좀, 그건 가급적 무시하고 좀 라이브 해보겠습니다.","음..., 뭐, 그건 너무 신경 쓰지 않고, 그냥 방송 진행해 볼게요.",11.59,False,0.45399999991059303
1373_5567_127.20_133.94,"일상,소통",hard,False,6.735122820099988,"좋아. 그런데 음, 잠시만요. 제 채팅을 보기 쉽게 제 페이지를 스마트폰으로 볼게요.",음... 잠깐만요. 제 채팅이 잘 보이게 제 페이지를 스마트폰으로 볼게요.,50.95,False,0.4529999999795109
1373_5567_134.90_138.76,"일상,소통",hard,False,3.8550439098000027,에구구. 네. OK. 이제 볼 수 있게 됐어요.,영차. 네. 오케이. 이제 볼 수 있게 됐어요.,61.84,False,0.4059999999590218
1373_5567_138.91_146.61,"일상,소통",hard,False,7.7000000000341515,"네. 그럼, 음, 여러분 안녕하세요. 국내 등산? 이라는 댓글이 네. 있네요.","네. 그럼, 음..., 여러분 안녕하세요. 국내 등산? 이라는 댓글이, 네. 있네요.",82.47,False,0.5160000000614673
1373_5567_146.80_151.59,"일상,소통",hard,False,4.790039455200002,"음, 이번에는 음, 국내가 아니라 해외 등산에 대해 좀 발표하고 싶습니다.","음..., 이번에는 국내가 아니라 해외 등반에 대해 조금 발표하고 싶습니다.",55.73,False,0.4369999999180436
1373_5567_157.50_159.63,"일상,소통",hard,False,2.130034364199986,짜잔. 네. 맥주 준비했어요.,"짠! 네, 맥주 준비했어요.",51.34,False,0.3440000000409782
1373_5567_165.64_178.08,"일상,소통",hard,False,12.435021000287861,"이것은, 음, 나, 어, 7월 초순인가. 7월인가? 7월이었나, 에블레스라는 아웃도어 용품점에서 그 이벤트를 했거든요.","이거, 음... 저, 7월 초쯤이었나. 7월이었지? 7월쯤에 엘브레스라는 아웃도어 매장에서, 그, 이벤트 했었거든요.",28.79,False,0.8120000001508743
1373_5567_178.20_183.93,"일상,소통",hard,False,5.725035000500014,오차노미즈점에서. 그때 시청자분들이 가져다 주셔서 오늘 좀 마셔보려고 남겨뒀어요.,"거의 오차노미즈점에서. 그때 시청자분이 가져다주셔서, 오늘 조금 마셔보려고 남겨뒀어요.",67.8,False,0.5939999998081475
1373_5567_18.39_22.40,"일상,소통",hard,False,4.010329641464466,아이고. 네. 찍혔으면 여러분 알려주세요.,"영차. 네. 화면 떴으면, 다들 알려주세요.",33.95,False,0.3910000000614673
1373_5567_184.24_186.56,"일상,소통",normal,False,2.3248949983878617,이거 어디 맥주일까? 별똥별.,"これ、どこのビールなんだろう。流れ星。
이거, 뭐 어디 맥주일까. 흐르다.",30.49,False,0.5309999999590218
1373_5567_188.57_197.98,"일상,소통",hard,False,9.414088590822104,"국산 홉 농가 분들이 기른 홉을, 뭐 국산 홉이 사용된 맥주라고 하니 맛있을 것 같아. 그럼 잘 먹겠습니다.","음... 국내 호프 농가 분들이 키운 호프를, 뭐, 국내 호프가 사용된 맥주라고 하니까 맛있어 보이네. 그럼, 한 잔 할게요.",27.81,False,0.7340000001713634
1373_5567_200.19_203.88,"일상,소통",hard,False,3.6898867254776633,우와. 네. 왠지 패키지도 엄청 멋지네요.,우와ー. 네. 패키지도 엄청 예쁘네요.,40.68,False,0.375
1373_5567_204.40_205.66,"일상,소통",normal,False,1.2600050909999823,시청자님 감사합니다.,"시청자 여러분, 감사합니다.",50.69,False,0.25
1373_5567_205.71_208.64,"일상,소통",hard,False,2.929996181746958,"근데 음, 글라스는요, 이거 완전 마음에 드는데요","음..., 글라스는 네, 이거 진짜 마음에 들어요.",24.93,False,0.375
1373_5567_208.66_220.91,"일상,소통",hard,False,12.24985363408183,"이것은, 어 스위스의, 어, 이 클라이네 샤이덱이라고 하는, 그, 그린델왈드의, 이, 이렇게, 높은 산 위쪽에 있는 역의 네. 어. 이거 유리잔이네요.","이거, 음... 스위스, 에... 클라인 샤이덱이라는, 아, 그린델발트의, 이, 높은 산 위쪽에 있는 역이요. 네. 이거, 유리잔이죠.",33.99,False,0.8279999999795109
1373_5567_220.97_222.58,"일상,소통",hard,False,1.6103041865648322,그럼 이걸로 좀 먹어보겠습니다.,"음, 이걸로 조금만 먹어볼게요.",14.11,False,0.32899999991059303
1373_5567_223.70_227.42,"일상,소통",hard,False,3.722738758600002,"아, 다들 예상하시네요. 마터호른이냐고요, 다음에 올라갈 산.","아, 다들 예상하고 있었죠? 마터호른이요? 다음으로 올라갈 산.",40.91,False,0.4839999999385327
1373_5567_23.75_26.94,"일상,소통",hard,False,3.185154638714039,"잠깐만, 오늘은 약간의 타임래그, 아,","음..., 오늘 뭔가 딜레이가 좀 있는 것 같아.",6.64,False,0.35900000017136335
1373_5567_231.50_238.03,"일상,소통",hard,False,6.529919816930317,"아, 잠깐만, 나 붓는 걸 잘 못해서 거품이 났어. 잠깐만, 잠깐만 기다릴게요. 네.","아, 잠깐, 내가 따르는 게, 별로 잘 안 돼서, 거품이 올라왔어. 잠깐, 잠깐만 기다려줘. 하ー이.",26.79,False,0.6879999998491257
1373_5567_240.87_242.99,"일상,소통",normal,False,2.115469007227915,에베레스트? 라는 댓글도 있네요.,에베레스트? 라고 하는 댓글도 있네요.,73.78,False,0.3440000000409782
1373_5567_243.38_247.53,"일상,소통",hard,False,4.145745193375717,어떨까요? 네. 음.,음... 어떨까요?,40.57,False,0.25
1373_5567_250.74_256.32,"일상,소통",normal,False,5.577932488389877,남극 대륙의 산인가요? 남극일까요? 어딜까요.,남극 대륙의 산들인가요. 남극일까요? 어떨까요.,49.79,False,0.46800000010989606
1373_5567_256.68_259.22,"일상,소통",hard,False,2.5446760859341566,네. 우선 맥주로 건배를 하도록 하겠습니다.,"음... 우선, 비루로 건배하고 싶어요.",16.09,False,0.34399999980814755
1373_5567_272.00_275.53,"일상,소통",hard,False,3.525060455500011,"그래서 술이라든가, 거의 그냥 마시지 않았어요. 요즘.","그러니까, 술 같은 거, 거의 이제, 안 마셨었거든요. 요즘은.",17.43,False,0.4529999999795109
1373_5567_276.00_280.71,"일상,소통",hard,False,4.705075728400004,"네. 오늘은, 아, 오랜만이라도, 그도 그럴게, 실은 어제 참을 수 없어서 마셔 버렸지만요.","응. 오늘, 아, 오랜만인데, 있, 사실 어제, 참을 수가 없어서 마셔버렸거든요.",31.52,False,0.6100000001024455
1373_5567_28.24_33.58,"일상,소통",hard,False,5.330492553036741,"점심 드셨어요? 아, 점심 드셨어요가 아니라. 저녁 드셨어요다. 여러분 저녁 드셨어요?","안녕하세요. 아, 안녕하세요가 아니네.こんばんは네요. 여러분,こんばんは.",13.3,False,0.4529999999795109
1373_5567_281.33_284.11,"일상,소통",hard,False,2.7802570948409198,어제는 더 이상 참을 수 없어서 하이볼을 조금 마셔 버렸거든요.,"어제는 진짜, 참을 수가 없어서 살짝 하이볼 마셔버렸는데.",22.11,False,0.4839999999385327
1373_5567_291.15_296.32,"일상,소통",hard,False,5.165029909556154,"네. 아, 하쿠바다케 등반하고 왔어요 라는 분이 계시네요. 날씨 좋았잖아요. 오늘.","음... 백마산 올라오셨다 하는 분들 있네요. 날씨 좋았을 것 같은데요, 오늘 같은 날엔.",20.07,False,0.5940000000409782
7266_28097_0.00_8.64,"패션,뷰티",normal,False,8.64,"여기 왼손 중지도 떨어져 버려서, 그 며칠 전에도 오른손, 둘 다 이번에는 중지가 떨어져 버렸습니다.","여기, 왼손 중지도 뽑혀 버렸고, 며칠 전에 오른손, 양쪽 다 이번엔 중지였어요.",24.68,False,0.6089999999385327
7266_28097_102.40_106.04,"패션,뷰티",normal,False,3.6400000000000006,그다음에 같이 밥 같은 거 먹고 그러는데,그 다음에는 같이 밥이라든지 가기도 하고요.,16.07,False,0.375
7266_28097_106.04_111.56,"패션,뷰티",normal,False,5.519999999999996,네일은 잠깐 갈 때는 쉬시는 분들이 많아서,"네일은 좀 가려고 하면 쉬는 날이 더 많은 것 같고,",8.9,False,0.4220000000204891
7266_28097_111.56_118.04,"패션,뷰티",normal,False,6.480000000000004,약간의 시술 고객이 줄어들기는 해서,"조금씩 손님이 줄어드는 것 같아서,",6.91,False,0.3440000000409782
7266_28097_118.04_124.44,"패션,뷰티",normal,False,6.3999999999999915,어딘가의 타이밍에 조금만 모집할지도 생각하고 있기 때문에,어느 타이밍에 조금만 모집할 수도 있다는 건 생각해 보고 있어요.,33.42,False,0.4059999999590218
7266_28097_124.44_131.80,"패션,뷰티",normal,False,7.360000000000014,아직 구체적으로 생각하지 않아서 조금만 더 기다려주시면 감사하겠습니다.,"아직 구체적으로 생각 안 해서, 조금만 더 기다려주시면 좋겠어요.",50.01,False,0.4690000000409782
7266_28097_131.80_134.56,"패션,뷰티",normal,False,2.759999999999991,"그렇기 때문에, 이쪽도 자주 듣습니다만,",그래서 이것도 자주 들어요.,8.04,False,0.2809999999590218
7266_28097_134.56_139.96,"패션,뷰티",normal,False,5.400000000000006,이것은 프리젤 네일 프렙이라고 하는 프리 프라이머 액체인데요.,이건 프리젤의 네일 prep이라는 프라이머 액체예요.,23.7,True,0.4220000000204891
7266_28097_139.96_145.28,"패션,뷰티",normal,False,5.319999999999993,따로 에탄올 성분이 들어있는 액체라면 뭐든지 좋습니다.,별에 에탄올 성분이 들어있는 액체면 뭐든지 괜찮아요.,50.59,False,0.43700000015087426
7266_28097_145.28_151.00,"패션,뷰티",normal,False,5.719999999999999,이것을 뿌리로 일단 스며들어가도록 하겠습니다.,이걸 기반으로 일단 촉촉하게 적셔보자.,9.89,False,0.34399999980814755
7266_28097_151.00_157.68,"패션,뷰티",normal,False,6.680000000000007,"그대로 떼어 버리면 상당히 땅을 채워 넣는 경우가 많기 때문에,","그대로 뜯어내면 꽤 엉성해지는 경우가 많아서,",16.32,False,0.4220000000204891
7266_28097_157.68_162.00,"패션,뷰티",normal,False,4.319999999999993,다만 두께감이 있으면 충전재를 가져가기 쉽기 때문에,"그냥 두께가 있으면 지툼에 밀리기 쉬우니까,",8.95,False,0.40600000019185245
7266_28097_162.00_167.16,"패션,뷰티",normal,False,5.159999999999997,"이 엄지손가락, 약지가 이번에는 좀 걱정스러운 요소입니다.","이번에는 이 엄지, 약지가 좀 걱정되는 요소예요.",28.57,False,0.375
7266_28097_167.16_172.84,"패션,뷰티",normal,False,5.680000000000007,"안녕하세요, 잘 부탁드립니다.","안녕하세요, 잘 부탁드립니다.",100.0,False,0.25
7266_28097_17.24_24.96,"패션,뷰티",normal,False,7.720000000000002,"색감은 조금 기대하고, 네, 그럼 우선입니다, 바로 평소처럼 손톱을 떼어 가고 싶습니다.","색감은 조금 놀라워하는 재미로 두고, 네, 그럼 일단은, 늘 하듯이 큐티클 제거부터 할게요.",23.06,False,0.5939999998081475
7266_28097_172.84_177.56,"패션,뷰티",normal,False,4.719999999999999,항상 네일 보러 와주시는 분들,"いつも 네일 보러 와주시는 분들,",74.8,False,0.3279999999795109
7266_28097_177.56_184.16,"패션,뷰티",normal,False,6.599999999999994,추천이 오렌지라서 이번에도 따라하겠다고 해주시는 분들이 종종 계시는데요.,"내 최애가 오렌지색이라 이번에도 따라 할게요 라고 말씀해주시는 분들이 가끔 계시는데,",28.95,False,0.5630000000819564
7266_28097_184.16_188.72,"패션,뷰티",normal,False,4.560000000000002,오랜만에 다른 색을 하고 싶어서,"오랜만에 다른 색깔을 해보고 싶어서,",50.41,False,0.34300000010989606
7266_28097_188.72_193.12,"패션,뷰티",normal,False,4.400000000000006,항상 주황색 참고해주시는 분들은 정말 죄송합니다.,いつもオレンジ色を参考にさせていただいている方、本当に申し訳ありません。,0.0,False,0.35999999986961484
7266_28097_195.16_204.16,"패션,뷰티",normal,False,9.0,역시 표면이 두꺼우면 맨땅 포장이 가져가기 십상인 것이군요.,やっぱり 표면이 두꺼우면 지층이 뺏겨버리는 경향이 있잖아.,21.35,False,0.5
7266_28097_204.16_210.20,"패션,뷰티",normal,False,6.039999999999992,겉면이 얇아야 팍 벗겨지는데,"표면이 얇은 부분이 얇게 벗겨지는데,",25.62,False,0.39000000013038516
7266_28097_210.20_214.48,"패션,뷰티",normal,False,4.280000000000001,잠깐 스폰지 파일을 걸어갈까요?,조금만 스펀지 파일로 깎아볼까요?,14.5,False,0.39099999982863665
7266_28097_214.48_220.84,"패션,뷰티",normal,False,6.360000000000014,접착 부분도 있었는데 접착을 떼도 역시 좀 가져가네요.,粘着の部分もあったけど、粘着を取ってもやっぱりちょっと持っていかれるんですよね.,2.25,False,0.4380000000819564
7266_28097_226.12_229.52,"패션,뷰티",normal,False,3.4000000000000057,다른 손가락도 가보도록 하겠습니다.,다른 손가락도 해 볼게요.,31.61,False,0.29600000008940697
7266_28097_229.52_236.04,"패션,뷰티",normal,False,6.519999999999982,여기서 한 번 더 플렙 넣고,"여기서 또 한 번 준비 넣고,",26.01,False,0.31299999984912574
7266_28097_236.04_242.00,"패션,뷰티",normal,False,5.960000000000008,한 번 더 추가하면 더 잘 빠진다.,하나 더 추가하면 더 잘 잡히는 것 같아.,43.08,False,0.35900000017136335
7266_28097_24.96_35.64,"패션,뷰티",normal,False,10.68,제 네일은 항상 바를 때도 설명하고 있지만 떼어낼 수 있는 베이스 젤을 사용하고 있기 때문에 이번에도 떼어 가겠습니다.,私のネイルは、いつも塗る時にも説明していますが、剥がせるベースジェルを使用しているので、今回も剥がしていきます。,0.0,False,0.5629999998491257
7266_28097_242.00_246.80,"패션,뷰티",normal,False,4.800000000000011,마침 치에코 선생님의 지난 번 네일 체인지 아카이브에서 보고 있었습니다.,ちょうど 치에코 선생님 지난 네일 체인지 아카이브 보고 있었어.,40.78,False,0.4059999999590218
7266_28097_249.44_253.80,"패션,뷰티",normal,False,4.360000000000014,꼭 몇 번이라도 봐주시면 너무 감사하겠습니다.,여러 번이라도 봐주시면 정말 기쁠 거예요.,31.7,False,0.35900000017136335
7266_28097_255.04_260.20,"패션,뷰티",normal,False,5.159999999999997,"마침 머신, 마이네일을 끄고 있었어요.","ちょうど 마인크래프트, 끄고 있었어요.",35.42,False,0.39099999982863665
