seg_id,category,duration_s,ja_ref,hyp,cer,chrf++,bleu_char,rouge_l_f1,stt_elapsed_s
1352_5491_141.00_147.00,여행,5.994286933888958,情報薄くないですか？さっきから。なんか、木とか、いろんな人歩いてるとか。,情報薄くないさっきからなんかキーとかいろんな人歩いてるとか,0.1875,57.13,73.01,0.8852,0.14000000001396984
1352_5491_148.13_150.10,여행,1.9700035681359225,あの、バンコクは情報です。,あと韓国はこうです,0.6364,6.88,9.08,0.4,0.0940000000409782
1352_5491_150.59_153.00,여행,2.409951235309478,いろんなことが、だからすごいおもしろい。,そんなことない?いや、そこは思ってる,0.7778,10.14,14.94,0.3429,0.35999999998603016
1352_5491_156.49_159.00,여행,2.50993934148255,でもバンコク、タイは最後です。,バンク1回は最後です,0.3846,24.35,34.61,0.6957,0.0940000000409782
1352_5491_161.00_163.50,여행,2.4999405309000053,スポットヤムクンが美味しいです。,この辺の人がおいしいです,0.6667,11.72,17.46,0.3704,0.10900000005494803
1352_5491_164.81_171.40,여행,6.589454073328795,あとはナナプラザっていうところに今からちょっとに行こうと思うんですけど、ナナプラザは楽園です。,7プラザっていうところに今からちょっとダイバイってだけね行こうと思うんですけど7プラザは楽屋です,0.3778,53.33,64.46,0.7742,0.1720000000204891
1352_5491_17.01_21.00,여행,3.989525415577887,名物のグッズ、これは何やら（やっぱ）/（やはり）ね、たくさんありますね。,ここでは何あるの?たくさんありますね,0.6364,22.41,22.1,0.4706,0.125
1352_5491_173.32_175.00,여행,1.6800380602462894,マンペ（聞こえへん）/（聞こえない）って結構多いな。,マンペイ聞こえへんって結構多いな,0.4,31.82,39.13,0.7317,0.1410000000614673
1352_5491_184.48_187.35,여행,2.869658632264617,もうできない。もう、ちょい声張ろう。結構張ってる。,もう1個入るわ 結構張ってるよな,0.7143,19.59,25.14,0.4444,0.125
1352_5491_187.34_188.67,여행,1.3300796886116473,うん、めちゃくちゃ張ってる。,めちゃくちゃ合ってる,0.25,38.88,53.88,0.8182,0.09299999999348074
1352_5491_189.32_194.45,여행,5.124628317937606,でもこれ（聞こえへん）/（聞こえない）ってもうちょいだから、まあ、バンコクの街並みを見ながらね。,でもこれ聞こえへんっていうのはもうちょいじゃない。だから、まあ、韓国の街並みを見ながらね。,0.4222,37.31,52.23,0.7209,0.14099999994505197
1352_5491_203.03_206.73,여행,3.6947983996393816,欲しい。でもあれでスラムとか撮影行きたくない。,でもあれでスラムとかさせて行きたくない,0.2857,51.01,65.99,0.8,0.10900000005494803
1352_5491_21.00_31.33,여행,10.329722873800002,ここは非常に交通量が多いところに走られましてあの、非常に車の音がうるさいなって思うかもしれないんですけどちょっと、悪い。,ここは普通の交通量が多いところと知られまして、車の音がうるさいなって思ったんですけど、差しぶたかったのなら、ちょっと悪いですね。,0.5088,40.23,52.97,0.6838,0.1869999999180436
1352_5491_212.90_216.99,여행,4.089751418973037,聞こえるで。外うるさいから仕方ないんやね。近づいたら聞こえるわ。,聞こえるで外売りたいから仕方ないんやねー 近づいたら聞こえるわ,0.1379,58.58,74.56,0.8814,0.17099999997299165
1352_5491_216.72_221.94,여행,5.21975641151576,もうしわけない。ここに一回行ってみたいんだけど結構知らんとこや。,いろいろ,0.9333,1.61,0.03,0.1176,0.4839999999385327
1352_5491_227.52_229.89,여행,2.3699559928001293,あの、タイチ君も1ヶ月以上住んでる。,ハイチくんの1ヶ月以上組んでるやん,0.5625,23.64,32.23,0.6061,0.125
1352_5491_229.89_232.22,여행,2.324961345020853,いやー、わあ、ぜんぜん住みやすいね、ほんとうに。,いやー全然住みやすいね本当に,0.5,23.15,29.79,0.5882,0.10900000005494803
1352_5491_231.90_238.33,여행,6.429473103499987,暑いけど、なんでも揃ってるもんな、飯、普通にウーバーで頼んでも400円で食うよ。,やっぱりやっぱり暑いけど何でも届かないもんなうん飯見てるユニバーで頼んでも,0.8056,22.09,29.47,0.4658,0.1880000000819564
1352_5491_243.00_248.36,여행,5.359600367399992,ていうか、ずっとさ、もう出前生活が続いちゃうよね。400円だから。,てかずっとさあもう出前生活が続いちゃうよね400円だから,0.1034,68.5,84.21,0.9474,0.125
1352_5491_279.00_282.99,여행,3.994762718199979,タイで面白いこと、いやー、まあ、言えないあんなことやこんなことが。,世界で面白いこと言えないあんな ことやこんなことが,0.2414,56.63,68.17,0.8302,0.10999999998603016
8407_40837_0.00_15.28,"음식,요리",15.28,今日はほとんど忘れていなかった、蒸気ガスパッケージを紹介します,音楽,1.0,0.0,0.0,0.0,1.2810000000754371
8407_40837_106.28_108.28,"음식,요리",2.0,おっと、おぶさんありがとう,ロットオブさんありがとう,0.4167,39.06,51.57,0.5833,0.09399999992456287
8407_40837_108.28_114.28,"음식,요리",6.0,久しぶりの寿司だよ、いつぶり?半年くらい?めっちゃ久しぶり,いや久しぶりの寿司だよいつぶり?半年くらいめっちゃ久しぶり,0.1071,72.94,86.96,0.9474,0.14000000001396984
8407_40837_116.28_119.28,"음식,요리",3.0,ライブ初参戦、日生さん、よいよいよい,ライブ初参戦ニステイさん,0.625,25.36,33.62,0.5714,0.10999999998603016
8407_40837_120.28_122.28,"음식,요리",2.0,トモさんありがとう、一万人,ともさんありがとう1万人,0.25,42.74,57.07,0.75,0.0940000000409782
8407_40837_129.28_138.28,"음식,요리",9.0,こんばんは、あしゅあしゅさん,こんばんはアシュアシュシャンアシュアシュシャン,1.3846,15.83,15.42,0.2778,1.5940000000409782
8407_40837_171.28_178.28,"음식,요리",7.0,30皿がお寿司で10皿がデザート,30皿がお寿司で10皿がデザインです。,0.25,70.69,75.63,0.8235,0.125
8407_40837_178.28_181.28,"음식,요리",3.0,だからワンチャンいけるかなって感じ,だからワンチャンいけるかなって感じ,0.0,100.0,100.0,1.0,0.10999999998603016
8407_40837_185.28_194.28,"음식,요리",9.0,つまみ食い、もう始めてもいいかな,つまみ食いもう始めてもいいかな,0.0,100.0,100.0,1.0,0.10900000005494803
8407_40837_212.28_219.28,"음식,요리",7.0,じゃあ今からね、体重測定から始めますね、何キロ増えるのか,じゃあ今からね体重測定から始めますね何キロ増えるのか,0.0,100.0,100.0,1.0,0.1410000000614673
8407_40837_231.28_237.28,"음식,요리",6.0,あれ、消えた、待って待ってもう一回,あら消えた待って待ってもう一回,0.0667,72.69,86.66,0.9333,0.125
8407_40837_259.28_267.28,"음식,요리",8.0,全然見えんかった、えっとねー体重は54.5、この服を着て54.5です,全然見えんかったえっとね体重は54.5この服を着て54,0.1562,65.79,77.94,0.9153,0.1559999999590218
8407_40837_267.28_271.28,"음식,요리",4.0,はい、皆さん覚えていてください、どんぐらい増えるかな,皆さん覚えていてくださいどんぐらい増えるか,0.125,75.81,86.69,0.9333,0.10900000005494803
8407_40837_285.28_291.28,"음식,요리",6.0,え、じゃあ俺も一回毎日大食いしてみようかな,一回毎日大食いしてみようかなあり,0.4,59.49,68.24,0.7778,0.10900000005494803
8407_40837_297.28_301.28,"음식,요리",4.0,マジでもっと大きくなりたかった,マジでもっと大きくなりたかった,0.0,100.0,100.0,1.0,0.10999999998603016
8407_40837_304.28_308.28,"음식,요리",4.0,よし、54.5、みんな覚えててね、ほんと,よし54.5みんな覚えててねほんと,0.0,100.0,100.0,1.0,0.10900000005494803
8407_40837_322.28_325.28,"음식,요리",3.0,ふーてらのてらは、めしてらのてら!,ふうてるおんてるわめしてるなてら,0.5625,11.02,12.87,0.5,0.14099999994505197
8407_40837_325.28_330.28,"음식,요리",5.0,ということで、今日はお寿司100貫を食べていこうと思います,ということで今日はお寿司100貫を食べていこうと思います,0.0,100.0,100.0,1.0,0.125
8407_40837_330.28_333.28,"음식,요리",3.0,それでは食べていきましょう,それでは食べていきまーしゅう!,0.2308,60.43,65.55,0.8571,0.10899999993853271
8407_40837_355.28_359.28,"음식,요리",4.0,そう、めっちゃ小柄なんですよ,そうめっちゃ小柄なんですよ,0.0,100.0,100.0,1.0,0.09299999999348074
8407_40837_377.28_382.28,"음식,요리",5.0,この挨拶、特に意味はないかな,この挨拶、特に意味はないかな,0.0,100.0,100.0,1.0,0.10999999998603016
8407_40837_382.28_386.28,"음식,요리",4.0,なんか先輩が、なんかこんなのもいいねみたいな,なんか先輩がなんかこんなのもいいねみたいな,0.0,100.0,100.0,1.0,0.10899999993853271
8407_40837_386.28_389.28,"음식,요리",3.0,で、一緒に考えた、やったっけな、どうやったっけ,一緒に考えたんやったっけね どうやったっけ,0.15,49.44,70.77,0.9,0.125
8407_40837_398.28_401.28,"음식,요리",3.0,総額ね、5000円くらいですね,総額5000円ぐらいですね,0.1429,37.94,57.73,0.8889,0.09399999992456287
8407_40837_401.28_412.28,"음식,요리",11.0,何のネタか、そりゃあね、一番大好きな穴子からで決めてた,なんのネタからそりゃね一番大好きな穴子からで決めてた,0.16,60.19,74.32,0.902,0.15700000000651926
8407_40837_430.28_435.28,"음식,요리",5.0,米田はね、明日動画上げるのでお楽しみに,コメダは明日動画あげるのでお楽しみに,0.2778,44.55,60.29,0.7778,0.10900000005494803
8407_40837_456.28_460.28,"음식,요리",4.0,今日はお寿司だけ一応、でも一応ね,今日はお寿司だけ一応でも一応ね,0.0,100.0,100.0,1.0,0.10999999998603016
8407_40837_460.28_465.28,"음식,요리",5.0,あの、もし全部食べきれたらプリンが1個あります,もし全部食べきれたらプリンが1個あります,0.0909,78.48,90.48,0.9524,0.125
8407_40837_470.28_474.28,"음식,요리",4.0,ね、米田マジで楽しみにしてて、めっちゃ,ねえコメラマジで楽しみにしちゃってめっちゃ,0.4118,44.01,50.98,0.7368,0.10899999993853271
8407_40837_482.28_487.28,"음식,요리",5.0,陸上のね、長距離1500とかやってるかな,これでいいかな,0.8947,2.64,2.37,0.1538,0.0940000000409782
1373_5567_102.40_111.99,"일상,소통",9.585014636599993,で、なんかね、最近、ちょっと、途中で写真とかを挿入できるように、なんか、ソフトを使って配信してるんですよね。,で、なんかね、最近ちょっと途中で写真とかを挿入できるように、なんかソフトを使って配信してるんですよね。,0.0,100.0,100.0,1.0,0.1410000000614673
1373_5567_111.99_121.85,"일상,소통",9.860005090983364,なので、なんかね、私たちと、皆さん、私たちじゃない、私と皆さんの間に、あの、時差が、10秒とか20秒くらいあるのかな。みたいなんですけど。,なので私たちと皆さんの間に時差が10秒とか20秒くらいあるのかなみたいなんですけど,0.3051,54.63,59.34,0.82,0.14000000001396984
1373_5567_122.00_126.63,"일상,소통",4.625073182999998,ちょっとまあ、それは、あまり気にしないように、ちょっとね、配信していきたいと思います。,それはあまり気にしないように配信していきたいと思います,0.2895,56.33,62.41,0.8308,0.10999999998603016
1373_5567_127.20_133.94,"일상,소통",6.735122820099988,よし。で、えーと、ちょっと待ってくださいね。私のチャットが見やすいように、自分のページをスマホで見ますね。,よしでちょっと待ってください私のチャットが見やすいように自分のページをスマホで見ますね,0.0851,70.38,84.24,0.9556,0.14099999994505197
1373_5567_134.90_138.76,"일상,소통",3.8550439098000027,よいしょ。はい。オッケー。これで、見られるようになりました。,OK、これで見られるようになりました。,0.4,51.04,54.36,0.7143,0.125
1373_5567_138.91_146.61,"일상,소통",7.7000000000341515,はい。じゃあ、えーと、皆さんこんばんは。国内登山？っていうね、コメントが、はい。ありますね。,はいじゃあ えーと皆さんこんばんは国内登山っていうねコメントがありますね,0.0789,67.08,83.1,0.9589,0.14000000001396984
1373_5567_146.80_151.59,"일상,소통",4.790039455200002,えっとですね、今回は、えーと、国内ではなく、海外の登山についてちょっと、発表したいと思います。,今回は国内ではなく海外の登山について発表したいと思います,0.3171,49.75,55.22,0.8116,0.1559999999590218
1373_5567_157.50_159.63,"일상,소통",2.130034364199986,じゃーん。はい。ビールを用意しました。,じゃーん!はい、ビールを用意しました,0.0625,68.46,82.82,0.9697,0.14099999994505197
1373_5567_165.64_178.08,"일상,소통",12.435021000287861,これは、えーと、私、えー、7月上旬かな。7月だっけ。7月かな、に、エルブレスっていうアウトドア用品店で、あの、イベントやったんですよ。,これは私7月上旬かな?7月だっけ?7月かな?にエルプレスっていうアウトドア用品店でイベントやったんですよ。,0.1964,49.64,65.71,0.8889,0.18700000003445894
1373_5567_178.20_183.93,"일상,소통",5.725035000500014,御茶ノ水店で。その時にね、視聴者さんが持ってきてくださって、ちょっと今日、飲んでみようと思って、残しておきました。,お茶の水店でその時に視聴者さんが持ってきてくださって今日飲んでみようと思って残しておきました,0.1373,64.1,77.78,0.9072,0.15700000000651926
1373_5567_18.39_22.40,"일상,소통",4.010329641464466,よいしょ。はい。映ったら、皆さん、教えてください。,映ったら皆さん教えてください,0.3,60.21,65.14,0.8235,0.10900000005494803
1373_5567_184.24_186.56,"일상,소통",2.3248949983878617,これ、どこのビールなんだろう。流れ星。,これどこのビールなんだろう?流れ星?,0.125,69.89,77.78,0.9412,0.0940000000409782
1373_5567_188.57_197.98,"일상,소통",9.414088590822104,国産ホップ農家の方が育てたホップを、ま、国産のホップが使われたビールということで、美味しそう。じゃあ、いただきます。,国産ホップ農家の方が育てたホップを国産のホップが使われたビールということで美味しそうじゃあいただきます,0.0192,79.87,95.01,0.9903,0.2339999999385327
1373_5567_200.19_203.88,"일상,소통",3.6898867254776633,うわー。はい。なんか、パッケージもすごいおしゃれ。はい。,うわーはい、なんかパッケージもすごいおしゃれはい,0.0,100.0,100.0,1.0,0.14000000001396984
1373_5567_204.40_205.66,"일상,소통",1.2600050909999823,視聴者様、ありがとうございます。,視聴者様ありがとうございます。,0.0,100.0,100.0,1.0,0.09299999999348074
1373_5567_205.71_208.64,"일상,소통",2.929996181746958,で、えーと、グラスはね、これ超お気に入りなんですけど、,グラスはねこれ超お気に入りなんですけど,0.1739,71.69,81.02,0.9048,0.125
1373_5567_208.66_220.91,"일상,소통",12.24985363408183,これは、えっとスイスの、えー、このクライネ・シャイデックっていう、あの、グリンデルワルドのね、この、こう、高い山の上の方にある駅の、はい。えー、これ、グラスですね。,これはスイスのクライネシャイディックっていうグリンデルワルトの高い山の上の方にある駅のグラスですね。,0.3235,41.74,51.24,0.8034,0.1720000000204891
1373_5567_220.97_222.58,"일상,소통",1.6103041865648322,じゃあ、これでちょっと、いただきます。,じゃあこれでちょっといただきます。,0.0,100.0,100.0,1.0,0.09299999999348074
1373_5567_223.70_227.42,"일상,소통",3.722738758600002,あ、皆さん予想してますね。マッターホルンですかって、次登る山。,あ、皆さん予想してますねマッター降るんですか?って次に登る山,0.1852,52.45,63.41,0.8571,0.125
1373_5567_23.75_26.94,"일상,소통",3.185154638714039,ちょっとね、今日は、若干のタイムラグ、あ、,ちょっとね、今日は若干のタイマーが…,0.3529,60.06,65.54,0.7222,0.10900000005494803
1373_5567_231.50_238.03,"일상,소통",6.529919816930317,あ、ちょっと、私、注ぎ方が、あんまり上手じゃなくて、泡が出ちゃった。ちょっと、ちょっと待ちましょうね。はーい。,ちょっと私注ぎ方があんまり上手じゃなくて泡が出ちゃったちょっと待ちましょうねはーい,0.1087,77.28,88.52,0.9425,0.1559999999590218
1373_5567_240.87_242.99,"일상,소통",2.115469007227915,エベレスト？っていうコメントもありますね。,エベレストっていうコメントもありますね。,0.05,68.35,86.06,0.9744,0.125
1373_5567_243.38_247.53,"일상,소통",4.145745193375717,どうでしょうか。はい。えーと。,どうでしょうか?はい、えーっと…,0.4167,48.5,50.72,0.8276,0.10900000005494803
1373_5567_250.74_256.32,"일상,소통",5.577932488389877,南極大陸の山とかですか。南極でしょうかね。どうかな。,南極大陸の山とかですか? 南極でしょうかね? どうかな?,0.1304,62.45,74.32,0.9388,0.125
1373_5567_256.68_259.22,"일상,소통",2.5446760859341566,はい。まずはちょっと、ビールで乾杯したいと思います。,まずはちょっとビールで乾杯したいと思います。,0.087,78.84,90.92,0.9545,0.10900000005494803
1373_5567_272.00_275.53,"일상,소통",3.525060455500011,なのでね、お酒とか、ほとんどもう、飲んでなかったんですよ。最近。,なのでねお酒とかほとんどもう飲んでなかったんですよ最近,0.0,100.0,100.0,1.0,0.125
1373_5567_276.00_280.71,"일상,소통",4.705075728400004,はい。今日は、あ、久しぶりでも、だ、実は昨日、我慢できなくて飲んじゃったんですけど。,はい今日は久しぶりでも実は昨日我慢できなくて飲んじゃったんですけど,0.0571,67.55,84.61,0.9706,0.14000000001396984
1373_5567_28.24_33.58,"일상,소통",5.330492553036741,こんにちは。あ、こんにちはじゃない。こんばんはだ。皆さん、こんばんは。,こんにちはこんにちはじゃないこんばんはだ皆さんこんばんは,0.0345,74.55,90.74,0.9825,0.1720000000204891
1373_5567_281.33_284.11,"일상,소통",2.7802570948409198,昨日はねもう、我慢できなくて、ちょっとハイボール飲んじゃったんですけど。,昨日は我慢できなくてハイボール飲んじゃったんですけど,0.2121,55.38,66.28,0.8814,0.125
1373_5567_291.15_296.32,"일상,소통",5.165029909556154,はい。あ、白馬岳登って来ました。って方いますね。お天気良かったんじゃないですか。今日とか。,白畑登ってきましたって方いますねお天気良かったんじゃないですか今日とか,0.1538,66.23,77.63,0.8919,0.1559999999590218
7266_28097_0.00_8.64,"패션,뷰티",8.64,こちら、左手の中指も取れちゃって、その数日前にも右手、両方とも今回は中指が取れてしまいました。,こちら、左手の中指も取れちゃって、その数日前にも右手、なんだろうね、両方とも今回は中指が取れてしまいました。,0.1395,77.95,84.1,0.9348,0.2190000000409782
7266_28097_102.40_106.04,"패션,뷰티",3.6400000000000006,その後一緒にご飯とかは行ったりするんですけど、,なんかその後一緒にねご飯とかは行ったりするんですけど,0.1818,71.07,77.09,0.9167,0.10899999993853271
7266_28097_106.04_111.56,"패션,뷰티",5.519999999999996,ネイルはちょっと行くときはお休みになっちゃう方が多くて、,ネイルは一時お休みになっちゃう方が多くて,0.3333,48.26,56.6,0.766,0.14000000001396984
7266_28097_111.56_118.04,"패션,뷰티",6.480000000000004,ちょっと施術のお客様が減ってはいるので、,ちょっと施術のお客様減ってはいるので,0.0526,67.21,85.22,0.973,0.125
7266_28097_118.04_124.44,"패션,뷰티",6.3999999999999915,どっかのタイミングで少しだけ募集するかもは考えているので、,ちょっとどっかのタイミングで少しだけ募集するかもはちょっと考えているので,0.2857,72.36,72.21,0.875,0.1410000000614673
7266_28097_124.44_131.80,"패션,뷰티",7.360000000000014,まだ具体的に考えていないので、もうちょっとお待ちいただけたら嬉しいです。,まだ具体的に考えてないので、もうちょっとお待ちいただけたら嬉しいです。,0.0294,76.39,92.2,0.9851,0.14099999994505197
7266_28097_131.80_134.56,"패션,뷰티",2.759999999999991,というわけで、こちらもよく聞かれますが、,というわけでこちらもよく聞かれますが、,0.0,100.0,100.0,1.0,0.10899999993853271
7266_28097_134.56_139.96,"패션,뷰티",5.400000000000006,これはプリジェルのネイルプレップというプレプライマーの液体なんですけど、,これはプリジェルのネイルプレプっていうプレプライマーの液体なんですけど、,0.0857,71.34,87.02,0.9429,0.1410000000614673
7266_28097_139.96_145.28,"패션,뷰티",5.319999999999993,別にエタノール成分が入っている液体だったら何でもいいです。,別にエタノール成分が入っている液体だったら何でもいいです。,0.0,100.0,100.0,1.0,0.1559999999590218
7266_28097_145.28_151.00,"패션,뷰티",5.719999999999999,これを根元に一旦しみ渡していきましょう。,これを根元にちょっと一旦染み渡していきましょう。,0.2632,55.55,62.49,0.8571,0.10999999998603016
7266_28097_151.00_157.68,"패션,뷰티",6.680000000000007,そのまま剥がしちゃうと結構地詰めが持っていかれてしまうことが多いので、,そのまま剥がしちゃうと結構地爪が持ってかれてしまうことが多いので、,0.0882,64.68,81.02,0.9394,0.1720000000204891
7266_28097_157.68_162.00,"패션,뷰티",4.319999999999993,ただ厚みがあると地詰めが持っていかれやすいので、,ただねあと厚みがあると地爪持ってかれやすいのでこの親指,0.4783,40.88,49.4,0.76,0.1720000000204891
7266_28097_162.00_167.16,"패션,뷰티",5.159999999999997,この親指、薬指が今回はちょっと心配な要素でございます。,薬指が今回はちょっと心配な要素でございます。,0.16,73.0,82.66,0.913,0.10900000005494803
7266_28097_167.16_172.84,"패션,뷰티",5.680000000000007,こんばんは、よろしくお願いします。,こんばんは。よろしくお願いします。,0.0,100.0,100.0,1.0,0.14099999994505197
7266_28097_17.24_24.96,"패션,뷰티",7.720000000000002,色味はちょっとお楽しみとして、はい、じゃあまずね、早速いつも通り爪を取っていきたいと思います。,まあ色味はちょっとお楽しみとしてはいじゃあまずね早速いつも通り爪を取っていきたいと思います,0.0465,84.87,95.4,0.9773,0.14099999994505197
7266_28097_172.84_177.56,"패션,뷰티",4.719999999999999,いつもネイルを見に来てくださる方、,いつもネイル見に来てくださる方マイネイルのライブ,0.625,55.29,52.45,0.75,0.14000000001396984
7266_28097_177.56_184.16,"패션,뷰티",6.599999999999994,推しがオレンジなので今回もお真似しますと言ってくださる方がちょこちょこいらっしゃるんですけど、,押しがオレンジなので今回は真似しますって言ってくださる方がちょこちょこいらっしゃるんですけど,0.1087,67.69,83.96,0.913,0.20400000002700835
7266_28097_184.16_188.72,"패션,뷰티",4.560000000000002,久々に違う色をやりたいと思うので、,ちょっと久々に違う色をやりたいと思うので,0.25,80.86,78.29,0.8889,0.10999999998603016
7266_28097_188.72_193.12,"패션,뷰티",4.400000000000006,いつもオレンジ色参考にしてくださっている方は本当にすみません。,いつもオレンジ色参考にしてくださっている方は本当にすみません。,0.0,100.0,100.0,1.0,0.14000000001396984
