seg_id,category,duration_s,ja_ref,hyp,cer,chrf++,bleu_char,rouge_l_f1,stt_elapsed_s
7112_25922_152.00_154.00,게임,2.0,ちょっと読み上げて読み上げて,ちょっと呼び合いに。,0.7143,12.0,17.13,0.3478,0.1880000000819564
7112_25922_156.00_157.00,게임,1.0,待ってマッチいるって俺も,いるって俺。,0.5833,27.76,24.66,0.5882,0.1559999999590218
7112_25922_16.00_18.00,게임,2.0,あー!サムさん蹴ったでしょ!,さんまさん!,0.7857,10.61,4.74,0.3,0.15600000007543713
7112_25922_161.00_162.00,게임,1.0,火のついたロウソクを作る,そっか。,1.0,0.0,0.0,0.0,0.14000000001396984
7112_25922_163.00_164.00,게임,1.0,ロウダイを作る必要がある,ある。,0.8333,10.4,0.67,0.2857,0.1410000000614673
7112_25922_170.00_172.00,게임,2.0,宿題とロウソクとマッチを組み合わせたら作れる,宿題とろうそくと抹茶を組み合わせた。,0.5,25.19,32.68,0.5641,0.18700000003445894
7112_25922_175.00_176.00,게임,1.0,ロウソクがなくなれば火が消える,ろうそくがなくなれば。,0.6,24.74,31.36,0.48,0.1559999999590218
7112_25922_180.00_181.00,게임,1.0,火のついた宿題とロウソクを組み合わせたら,宿題とろ,0.85,7.47,1.09,0.25,0.15700000000651926
7112_25922_186.00_188.00,게임,2.0,火のついた宿題を持っている人の近くにいる人も,宿題を持っている人の近くに。,0.4091,50.55,50.04,0.7429,0.2029999999795109
7112_25922_194.00_195.00,게임,1.0,あの3つ持ってるからもうじゃあ,3つ持ってるから。,0.4667,41.53,41.69,0.6957,0.15600000007543713
7112_25922_198.00_203.00,게임,5.0,あ、であのレシピあるやん今手に入ってるあの緑のレシピを使って,であのレシピレシピあるやん今手に入ってる緑のレシピ。,0.3448,54.37,68.49,0.8148,0.3279999999795109
7112_25922_2.00_4.00,게임,2.0,なんかガサガサガサガサって,ガサガサガサガサっつって。,0.3846,55.51,69.1,0.8,0.21899999992456287
7112_25922_204.00_206.00,게임,2.0,あのー右クリックで使って,右クリクで使って。,0.3333,30.31,41.94,0.8,0.20300000009592623
7112_25922_206.00_208.00,게임,2.0,その3つを組み合わせたら,でその3つを置く。,0.6667,22.13,31.36,0.5,0.2029999999795109
7112_25922_208.00_210.00,게임,2.0,あ、宿題持ってないの?宿題俺が持ってるんだ,食材持ってない?,0.7,14.09,12.07,0.4286,0.21899999992456287
7112_25922_221.00_222.00,게임,1.0,オッケーオッケーオッケーオッケー,ピョンピョン。,1.0,0.0,0.0,0.0,0.15700000000651926
7112_25922_222.00_223.00,게임,1.0,じゃあロウソクも渡しておくわ,ろうそく。,0.9286,1.67,1.31,0.1111,0.15600000007543713
1352_5491_0.03_4.10,여행,4.068087542139571,ライブ配信をしたいなとということで、もう、金曜日の夜なんでね。,ということで金曜日の夜なんでね,0.4643,36.69,36.83,0.6977,0.2339999999385327
1352_5491_107.00_109.00,여행,2.0,マンペーの声小っちゃいってきたな。,ちっちゃいってきたな。,0.4375,44.54,48.3,0.6923,0.1869999999180436
1352_5491_113.00_115.00,여행,2.0,ピンマイクみたいなのを買わなかった？,ピンマイクみたいな買わなあかんな。,0.3333,42.14,54.25,0.7647,0.2029999999795109
1352_5491_117.00_119.00,여행,2.0,1件しか来てないから多分大丈夫だと思う。,多分大丈夫だと思う。,0.5263,37.84,32.92,0.6429,0.18799999996554106
1352_5491_119.00_121.00,여행,2.0047615183328418,ピンマイクあれ、（なんぼ）/（いくら）するんやろうなあ？,ピンマイカーあれ散歩すんねやろな。,0.6667,11.25,11.26,0.5116,0.18799999996554106
1352_5491_121.00_123.00,여행,2.0,4、5千円くらいじゃない？,40005000円ぐらいじゃない?,0.5833,40.29,38.07,0.6897,0.20300000009592623
1352_5491_124.99_132.28,여행,7.284133496834002,あっ、信号が青なので渡りたいの。信号が青だから。,信号が青やから。,0.7143,10.75,6.62,0.4286,0.4529999999795109
1352_5491_132.27_135.94,여행,3.6667653481756304,渡れます。明るいですね。,明るいですね。,0.4,42.14,51.34,0.75,0.28200000000651926
1352_5491_135.94_141.00,여행,5.065358024532827,えーとー、2時間の近く、バンコクは信号が青の時に渡ればね。,南国は信号が青なときに渡れます。,0.7308,13.88,16.28,0.3902,0.3279999999795109
1352_5491_139.00_141.00,여행,2.0,バンコクは信号が青の時に渡れば。,青の時に渡れます。,0.6667,25.64,28.36,0.5217,0.2029999999795109
1352_5491_141.00_147.00,여행,5.994286933888958,情報薄くないですか？さっきから。なんか、木とか、いろんな人歩いてるとか。,何かキーとかいろんな人歩いてるとか。,0.5625,34.25,31.21,0.5714,0.23499999998603016
1352_5491_148.13_150.10,여행,1.9700035681359225,あの、バンコクは情報です。,韓国は東宝です。,0.7273,5.75,8.21,0.3333,0.1880000000819564
1352_5491_150.59_153.00,여행,2.409951235309478,いろんなことが、だからすごいおもしろい。,すごい重そうです。,0.8333,5.61,5.89,0.2308,0.21799999999348074
1352_5491_156.49_159.00,여행,2.50993934148255,でもバンコク、タイは最後です。,会は最後です。,0.6154,21.29,23.66,0.5263,0.2029999999795109
1352_5491_161.00_163.50,여행,2.4999405309000053,スポットヤムクンが美味しいです。,カプセル君がおいしいです。,0.6667,11.72,17.46,0.3704,0.2029999999795109
1352_5491_164.81_171.40,여행,6.589454073328795,あとはナナプラザっていうところに今からちょっとに行こうと思うんですけど、ナナプラザは楽園です。,7プラザっていうところに今からちょっとだいぶアイテムだけね行こうと思うんですけど七プラザは楽園入ってます。,0.4667,53.69,60.47,0.7423,0.4220000000204891
1352_5491_17.01_21.00,여행,3.989525415577887,名物のグッズ、これは何やら（やっぱ）/（やはり）ね、たくさんありますね。,何やらがやっぱねたくさんありますね。,0.5152,29.2,27.72,0.64,0.4059999999590218
1352_5491_173.32_175.00,여행,1.6800380602462894,マンペ（聞こえへん）/（聞こえない）って結構多いな。,こえへんって結構多いな。,0.56,25.86,22.78,0.6111,0.26599999994505197
1352_5491_184.48_187.35,여행,2.869658632264617,もうできない。もう、ちょい声張ろう。結構張ってる。,もうちょい声入れば俺結構張ってるよな。,0.5714,32.95,45.7,0.6154,0.2190000000409782
1352_5491_187.34_188.67,여행,1.3300796886116473,うん、めちゃくちゃ張ってる。,めちゃくちゃ合ってる。,0.25,38.88,53.88,0.8182,0.15600000007543713
1352_5491_189.32_194.45,여행,5.124628317937606,でもこれ（聞こえへん）/（聞こえない）ってもうちょいだから、まあ、バンコクの街並みを見ながらね。,聞こえへんっていうのは持っててたら韓国の街並みを見ながらね,0.6,23.59,27.05,0.5135,0.2970000000204891
1352_5491_203.03_206.73,여행,3.6947983996393816,欲しい。でもあれでスラムとか撮影行きたくない。,でもあれでスラムとか撮影行きたくない。,0.1429,74.12,84.65,0.9231,0.26599999994505197
1352_5491_21.00_31.33,여행,10.329722873800002,ここは非常に交通量が多いところに走られましてあの、非常に車の音がうるさいなって思うかもしれないんですけどちょっと、悪い。,交通量が多いところと教えられまして車の男とかうるさいなって思うかもしれないんですけど最初だったのでちょっとあれですね。,0.5088,45.11,57.93,0.6957,0.5150000000139698
1352_5491_212.90_216.99,여행,4.089751418973037,聞こえるで。外うるさいから仕方ないんやね。近づいたら聞こえるわ。,近づいたら聞こえるわ。,0.6552,28.04,14.96,0.5128,0.28200000000651926
1352_5491_216.72_221.94,여행,5.21975641151576,もうしわけない。ここに一回行ってみたいんだけど結構知らんとこや。,申し訳ない、ここに1階来たみたいでこちらっぽい。,0.6667,13.04,16.64,0.3846,0.375
1352_5491_227.52_229.89,여행,2.3699559928001293,あの、タイチ君も1ヶ月以上住んでる。,1か月以上組んでるやんか。,0.75,12.77,15.79,0.5,0.28200000000651926
1352_5491_229.89_232.22,여행,2.324961345020853,いやー、わあ、ぜんぜん住みやすいね、ほんとうに。,全然住みやすいね、本当に。,0.65,19.1,21.17,0.4516,0.26599999994505197
1352_5491_231.90_238.33,여행,6.429473103499987,暑いけど、なんでも揃ってるもんな、飯、普通にウーバーで頼んでも400円で食うよ。,熱いけど何でもそろってるもんな。,0.7222,14.1,11.05,0.4314,0.3440000000409782
1352_5491_243.00_248.36,여행,5.359600367399992,ていうか、ずっとさ、もう出前生活が続いちゃうよね。400円だから。,ずっとさもう出前生活が続いちゃうよね400円だから。,0.1379,75.0,85.21,0.9259,0.2970000000204891
1352_5491_279.00_282.99,여행,3.994762718199979,タイで面白いこと、いやー、まあ、言えないあんなことやこんなことが。,いやまあ言えないあんなことやこんなことは。,0.3448,51.75,55.72,0.7755,0.26500000001396984
8407_40837_0.00_15.28,"음식,요리",15.28,今日はほとんど忘れていなかった、蒸気ガスパッケージを紹介します,あっ。,0.9667,1.37,0.0,0.0625,0.6559999999590218
8407_40837_106.28_108.28,"음식,요리",2.0,おっと、おぶさんありがとう,おっとうぶさんありがとう。,0.0833,55.99,73.49,0.9167,0.18799999996554106
8407_40837_108.28_114.28,"음식,요리",6.0,久しぶりの寿司だよ、いつぶり?半年くらい?めっちゃ久しぶり,いや久しぶりの寿司だよいつぶり半年ぐらいえっめっちゃ久しぶり?,0.25,56.62,67.25,0.8475,0.375
8407_40837_116.28_119.28,"음식,요리",3.0,ライブ初参戦、日生さん、よいよいよい,ライブ初参戦ニッセイさんよいよい。,0.375,42.35,60.26,0.75,0.25
8407_40837_120.28_122.28,"음식,요리",2.0,トモさんありがとう、一万人,さんありがとう1万人。,0.25,44.59,57.89,0.8182,0.18700000003445894
8407_40837_129.28_138.28,"음식,요리",9.0,こんばんは、あしゅあしゅさん,こんばんはシュシャン。,0.6154,19.64,29.1,0.4348,0.31200000003445894
8407_40837_171.28_178.28,"음식,요리",7.0,30皿がお寿司で10皿がデザート,えっと30皿がおすしで10皿がデザイン。,0.4375,40.62,49.88,0.6857,0.4529999999795109
8407_40837_178.28_181.28,"음식,요리",3.0,だからワンチャンいけるかなって感じ,だからワンチャンいけるかなって感じ。,0.0,100.0,100.0,1.0,0.2190000000409782
8407_40837_185.28_194.28,"음식,요리",9.0,つまみ食い、もう始めてもいいかな,つまみ食い。えっもう始めてもいいかな。,0.1333,64.55,76.25,0.9375,0.48400000005494803
8407_40837_212.28_219.28,"음식,요리",7.0,じゃあ今からね、体重測定から始めますね、何キロ増えるのか,じゃあ今からね体重測定から始めますね何キロ増えるのか。,0.0,100.0,100.0,1.0,0.43700000003445894
8407_40837_231.28_237.28,"음식,요리",6.0,あれ、消えた、待って待ってもう一回,あら消えた。,0.7333,9.43,5.78,0.4,0.25
8407_40837_259.28_267.28,"음식,요리",8.0,全然見えんかった、えっとねー体重は54.5、この服を着て54.5です,全然見えんかった。えっとね体重は545。この服を着て54。,0.1875,55.3,68.88,0.8966,0.5470000000204891
8407_40837_267.28_271.28,"음식,요리",4.0,はい、皆さん覚えていてください、どんぐらい増えるかな,皆さん覚えていて下さい。,0.5833,26.51,22.76,0.5714,0.31299999996554106
8407_40837_285.28_291.28,"음식,요리",6.0,え、じゃあ俺も一回毎日大食いしてみようかな,一回毎日大食いしてみようかなあり?,0.45,58.78,68.68,0.7568,0.48400000005494803
8407_40837_297.28_301.28,"음식,요리",4.0,マジでもっと大きくなりたかった,マジでもっと大きくなりたかった。,0.0,100.0,100.0,1.0,0.3589999999385327
8407_40837_304.28_308.28,"음식,요리",4.0,よし、54.5、みんな覚えててね、ほんと,よし545みんな覚えててね本当。,0.2353,48.02,63.38,0.8125,0.3589999999385327
8407_40837_322.28_325.28,"음식,요리",3.0,ふーてらのてらは、めしてらのてら!,フーテロンテロはミステロのテロ。,0.8125,2.71,3.24,0.1935,0.21899999992456287
8407_40837_325.28_330.28,"음식,요리",5.0,ということで、今日はお寿司100貫を食べていこうと思います,で今日はおすし100貫を食べていこうと思います。,0.25,55.41,66.93,0.8235,0.2970000000204891
8407_40837_330.28_333.28,"음식,요리",3.0,それでは食べていきましょう,食べていきましょう。,0.3077,56.59,64.12,0.8182,0.2029999999795109
8407_40837_355.28_359.28,"음식,요리",4.0,そう、めっちゃ小柄なんですよ,めっちゃ小柄なんですよ。,0.1538,71.74,83.38,0.9167,0.25
8407_40837_377.28_382.28,"음식,요리",5.0,この挨拶、特に意味はないかな,この挨拶特に意味はないかな。,0.0,100.0,100.0,1.0,0.23499999998603016
8407_40837_382.28_386.28,"음식,요리",4.0,なんか先輩が、なんかこんなのもいいねみたいな,こんなのもいいねみたいな。,0.4286,48.41,47.24,0.7273,0.25
8407_40837_386.28_389.28,"음식,요리",3.0,で、一緒に考えた、やったっけな、どうやったっけ,どうやったっけ?,0.7,24.83,18.76,0.5,0.21899999992456287
8407_40837_398.28_401.28,"음식,요리",3.0,総額ね、5000円くらいですね,総額5000円ぐらいですね。,0.1429,37.94,57.73,0.8889,0.2190000000409782
8407_40837_401.28_412.28,"음식,요리",11.0,何のネタか、そりゃあね、一番大好きな穴子からで決めてた,何のねだからそりゃあね一番大好きなアナゴからで決めてた。,0.24,50.24,61.43,0.8077,0.515999999945052
8407_40837_430.28_435.28,"음식,요리",5.0,米田はね、明日動画上げるのでお楽しみに,米田はね明日動画上げるのでお楽しみに。,0.0,100.0,100.0,1.0,0.31200000003445894
8407_40837_456.28_460.28,"음식,요리",4.0,今日はお寿司だけ一応、でも一応ね,でも一応ね。,0.6667,21.86,13.53,0.5,0.25
8407_40837_460.28_465.28,"음식,요리",5.0,あの、もし全部食べきれたらプリンが1個あります,もし全部食べきれたらプリンが1個あります。,0.0909,78.48,90.48,0.9524,0.3119999999180436
8407_40837_470.28_474.28,"음식,요리",4.0,ね、米田マジで楽しみにしてて、めっちゃ,カメラマジで楽しめる人ってめっちゃ。,0.4118,27.54,42.82,0.5882,0.25
8407_40837_482.28_487.28,"음식,요리",5.0,陸上のね、長距離1500とかやってるかな,これでいいかな?,0.9474,2.61,2.79,0.1481,0.3130000000819564
1373_5567_102.40_111.99,"일상,소통",9.585014636599993,で、なんかね、最近、ちょっと、途中で写真とかを挿入できるように、なんか、ソフトを使って配信してるんですよね。,で何かね最近ちょっと途中で写真とかを挿入できるようにソフトを使って配信してるんですよね。,0.1064,70.77,83.82,0.9333,0.5150000000139698
1373_5567_111.99_121.85,"일상,소통",9.860005090983364,なので、なんかね、私たちと、皆さん、私たちじゃない、私と皆さんの間に、あの、時差が、10秒とか20秒くらいあるのかな。みたいなんですけど。,なので何かね私と皆さんの間に時差が10秒とか20秒くらいあるのかなみたいなんですけど。,0.3051,52.78,58.51,0.8119,0.5309999999590218
1373_5567_122.00_126.63,"일상,소통",4.625073182999998,ちょっとまあ、それは、あまり気にしないように、ちょっとね、配信していきたいと思います。,それはあまり気にしないようにちょっとね配信していきたいと思います。,0.1579,73.69,82.9,0.9143,0.3279999999795109
1373_5567_127.20_133.94,"일상,소통",6.735122820099988,よし。で、えーと、ちょっと待ってくださいね。私のチャットが見やすいように、自分のページをスマホで見ますね。,私のチャットが見やすいように自分のページをスマホで見ますね。,0.383,55.49,53.76,0.7632,0.5780000000959262
1373_5567_134.90_138.76,"일상,소통",3.8550439098000027,よいしょ。はい。オッケー。これで、見られるようになりました。,はいok声で見られるようになりました。,0.4,44.22,49.83,0.6977,0.2969999999040738
1373_5567_138.91_146.61,"일상,소통",7.7000000000341515,はい。じゃあ、えーと、皆さんこんばんは。国内登山？っていうね、コメントが、はい。ありますね。,じゃあ皆さんこんばんは国内登山っていうねコメントがありますね。,0.2105,51.18,63.41,0.8824,0.5790000000270084
1373_5567_146.80_151.59,"일상,소통",4.790039455200002,えっとですね、今回は、えーと、国内ではなく、海外の登山についてちょっと、発表したいと思います。,今回は国内ではなく海外の登山についてちょっと発表したいと思います。,0.2195,64.07,71.61,0.8767,0.25
1373_5567_157.50_159.63,"일상,소통",2.130034364199986,じゃーん。はい。ビールを用意しました。,ビールを用意しました。,0.375,51.66,54.88,0.7692,0.18799999996554106
1373_5567_165.64_178.08,"일상,소통",12.435021000287861,これは、えーと、私、えー、7月上旬かな。7月だっけ。7月かな、に、エルブレスっていうアウトドア用品店で、あの、イベントやったんですよ。,これはえっと私7月上旬かな7月だっけ7月かなにエルブレスっていうアウトドア用品店でイベントやったんですよ。,0.0893,68.36,82.64,0.9444,0.6099999999860302
1373_5567_178.20_183.93,"일상,소통",5.725035000500014,御茶ノ水店で。その時にね、視聴者さんが持ってきてくださって、ちょっと今日、飲んでみようと思って、残しておきました。,その時にね視聴者さんが持ってきて下さってちょっと今日飲んでみようと思って残しておきました。,0.1569,69.02,80.18,0.9053,0.3910000000614673
1373_5567_18.39_22.40,"일상,소통",4.010329641464466,よいしょ。はい。映ったら、皆さん、教えてください。,映ったら皆さん教えて下さい。,0.4,41.77,46.17,0.7273,0.2969999999040738
1373_5567_184.24_186.56,"일상,소통",2.3248949983878617,これ、どこのビールなんだろう。流れ星。,流れ星。,0.8125,11.87,1.31,0.3158,0.28100000007543713
1373_5567_188.57_197.98,"일상,소통",9.414088590822104,国産ホップ農家の方が育てたホップを、ま、国産のホップが使われたビールということで、美味しそう。じゃあ、いただきます。,国産ホップ農家の方が育てたホップを国産のホップが使われたビールということでおいしそうじゃあいただきます。,0.0577,71.93,87.92,0.9515,0.5470000000204891
1373_5567_200.19_203.88,"일상,소통",3.6898867254776633,うわー。はい。なんか、パッケージもすごいおしゃれ。はい。,はい何かパッケージもすごいおしゃれ。,0.3043,52.8,59.6,0.8,0.25
1373_5567_204.40_205.66,"일상,소통",1.2600050909999823,視聴者様、ありがとうございます。,ありがとうございます。,0.2857,59.45,67.03,0.8333,0.1559999999590218
1373_5567_205.71_208.64,"일상,소통",2.929996181746958,で、えーと、グラスはね、これ超お気に入りなんですけど、,グラスはねこれ超お気に入りなんですけど。,0.1739,71.69,81.02,0.9048,0.20400000002700835
1373_5567_208.66_220.91,"일상,소통",12.24985363408183,これは、えっとスイスの、えー、このクライネ・シャイデックっていう、あの、グリンデルワルドのね、この、こう、高い山の上の方にある駅の、はい。えー、これ、グラスですね。,これはスイスのこのクライゲシャイデックっていうグリンデルワルトの高い山の上のほうにある駅のグラスですね。,0.3235,37.24,48.58,0.7899,0.5779999999795109
1373_5567_220.97_222.58,"일상,소통",1.6103041865648322,じゃあ、これでちょっと、いただきます。,ちょっといただきます。,0.375,51.66,54.88,0.7692,0.1720000000204891
1373_5567_223.70_227.42,"일상,소통",3.722738758600002,あ、皆さん予想してますね。マッターホルンですかって、次登る山。,って次の丸山。,0.8519,4.51,0.98,0.2424,0.23400000005494803
1373_5567_23.75_26.94,"일상,소통",3.185154638714039,ちょっとね、今日は、若干のタイムラグ、あ、,今日は若干のタイムアウトあっ,0.5294,41.12,50.55,0.6452,0.2190000000409782
1373_5567_231.50_238.03,"일상,소통",6.529919816930317,あ、ちょっと、私、注ぎ方が、あんまり上手じゃなくて、泡が出ちゃった。ちょっと、ちょっと待ちましょうね。はーい。,ちょっと私そすぎ方があんまり上手じゃなくて泡が出てちょっとちょっと待ちましょうね。,0.2174,59.45,72.3,0.8605,0.3279999999795109
1373_5567_240.87_242.99,"일상,소통",2.115469007227915,エベレスト？っていうコメントもありますね。,っていうコメントもありますね。,0.3,60.21,65.14,0.8235,0.2029999999795109
1373_5567_243.38_247.53,"일상,소통",4.145745193375717,どうでしょうか。はい。えーと。,はいえっと。,0.6667,11.71,10.54,0.4706,0.25
1373_5567_250.74_256.32,"일상,소통",5.577932488389877,南極大陸の山とかですか。南極でしょうかね。どうかな。,南極でしょうかねどうかな?,0.5217,43.68,42.27,0.6667,0.3280000000959262
1373_5567_256.68_259.22,"일상,소통",2.5446760859341566,はい。まずはちょっと、ビールで乾杯したいと思います。,ちょっとビールで乾杯したいと思います。,0.2174,68.0,75.75,0.878,0.1869999999180436
1373_5567_272.00_275.53,"일상,소통",3.525060455500011,なのでね、お酒とか、ほとんどもう、飲んでなかったんですよ。最近。,お酒とかほとんどもう飲んでなかったんですよ最近。,0.1481,74.08,84.04,0.92,0.25
1373_5567_276.00_280.71,"일상,소통",4.705075728400004,はい。今日は、あ、久しぶりでも、だ、実は昨日、我慢できなくて飲んじゃったんですけど。,今日は久しぶりでも実は昨日我慢できなくて飲んじゃったんですけど。,0.1143,64.43,78.37,0.9394,0.3130000000819564
1373_5567_28.24_33.58,"일상,소통",5.330492553036741,こんにちは。あ、こんにちはじゃない。こんばんはだ。皆さん、こんばんは。,皆さんこんばんは。,0.7241,20.82,7.24,0.4324,0.3279999999795109
1373_5567_281.33_284.11,"일상,소통",2.7802570948409198,昨日はねもう、我慢できなくて、ちょっとハイボール飲んじゃったんですけど。,もう我慢できなくてちょっとハイボール飲んじゃったんですけど。,0.1212,76.45,87.12,0.9355,0.25
1373_5567_291.15_296.32,"일상,소통",5.165029909556154,はい。あ、白馬岳登って来ました。って方いますね。お天気良かったんじゃないですか。今日とか。,お天気よかったんじゃないですかきょうとか。,0.6154,25.83,23.79,0.5424,0.3279999999795109
7266_28097_0.00_8.64,"패션,뷰티",8.64,こちら、左手の中指も取れちゃって、その数日前にも右手、両方とも今回は中指が取れてしまいました。,左手の中指も取れちゃってその数日前にも右手何だろうね両方とも今回は中指が取れてしまいました。,0.186,73.18,84.93,0.9091,0.4529999999795109
7266_28097_102.40_106.04,"패션,뷰티",3.6400000000000006,その後一緒にご飯とかは行ったりするんですけど、,一緒にごはんとかは行ったりするんですけど,0.2273,58.28,72.67,0.8571,0.25
7266_28097_106.04_111.56,"패션,뷰티",5.519999999999996,ネイルはちょっと行くときはお休みになっちゃう方が多くて、,何かねまあネイルはねちょっといっときやっぱお休みになっちゃう方が多くて。,0.4074,49.45,53.09,0.7742,0.4220000000204891
7266_28097_111.56_118.04,"패션,뷰티",6.480000000000004,ちょっと施術のお客様が減ってはいるので、,あのもうちょっと施術のお客さんも減ってはいるので。,0.3684,57.69,61.49,0.7907,0.4220000000204891
7266_28097_118.04_124.44,"패션,뷰티",6.3999999999999915,どっかのタイミングで少しだけ募集するかもは考えているので、,ちょっとどっかのタイミングで少しだけ募集するかもはちょっと考えているので。,0.2857,72.36,72.21,0.875,0.40600000007543713
7266_28097_124.44_131.80,"패션,뷰티",7.360000000000014,まだ具体的に考えていないので、もうちょっとお待ちいただけたら嬉しいです。,まだ具体的に考えてないのでもうちょっとお待ち頂けたらうれしいです。,0.1765,53.47,69.52,0.8788,0.3279999999795109
7266_28097_131.80_134.56,"패션,뷰티",2.759999999999991,というわけで、こちらもよく聞かれますが、,こちらもよく聞かれます。,0.3889,51.21,52.92,0.7586,0.20300000009592623
7266_28097_134.56_139.96,"패션,뷰티",5.400000000000006,これはプリジェルのネイルプレップというプレプライマーの液体なんですけど、,プリジェルのネルプレプっていうプレプライマーの液体なんですけど。,0.2,56.71,69.96,0.8788,0.3279999999795109
7266_28097_139.96_145.28,"패션,뷰티",5.319999999999993,別にエタノール成分が入っている液体だったら何でもいいです。,別にエタノール成分入ってる液体だったらなんでもいいです。,0.1429,51.33,69.81,0.9091,0.31200000003445894
7266_28097_145.28_151.00,"패션,뷰티",5.719999999999999,これを根元に一旦しみ渡していきましょう。,じゃあこれをね根元にちょっと一旦しみ渡していきましょう。,0.4211,58.02,55.35,0.8261,0.5
7266_28097_151.00_157.68,"패션,뷰티",6.680000000000007,そのまま剥がしちゃうと結構地詰めが持っていかれてしまうことが多いので、,そのまま剥がしちゃうと結構地詰めが持ってかれてしまうことが多いので。,0.0294,76.39,92.2,0.9851,0.5160000000614673
7266_28097_157.68_162.00,"패션,뷰티",4.319999999999993,ただ厚みがあると地詰めが持っていかれやすいので、,厚みがあると字詰め持ってかれやすいのでこの親指。,0.3913,38.21,53.68,0.7826,0.26500000001396984
7266_28097_162.00_167.16,"패션,뷰티",5.159999999999997,この親指、薬指が今回はちょっと心配な要素でございます。,このx指が今回はちょっと心配な要素でございます。,0.12,69.53,81.79,0.9167,0.3589999999385327
7266_28097_167.16_172.84,"패션,뷰티",5.680000000000007,こんばんは、よろしくお願いします。,よろしくお願いします。,0.3333,55.27,60.65,0.8,0.3279999999795109
7266_28097_17.24_24.96,"패션,뷰티",7.720000000000002,色味はちょっとお楽しみとして、はい、じゃあまずね、早速いつも通り爪を取っていきたいと思います。,まあ色みはちょっとお楽しみとしてはいじゃあまずね早速いつもどおり爪を取っていきたいと思います。,0.1163,73.15,83.53,0.9213,0.5
7266_28097_172.84_177.56,"패션,뷰티",4.719999999999999,いつもネイルを見に来てくださる方、,ネイル見に来てくださる方マイネールのライブ。,0.8125,43.02,44.75,0.6486,0.3279999999795109
7266_28097_177.56_184.16,"패션,뷰티",6.599999999999994,推しがオレンジなので今回もお真似しますと言ってくださる方がちょこちょこいらっしゃるんですけど、,推しがオレンジなので今回もまねしますって言って下さる方がちょこちょこいらっしゃるんですけど。,0.1522,61.03,75.8,0.8791,0.4220000000204891
7266_28097_184.16_188.72,"패션,뷰티",4.560000000000002,久々に違う色をやりたいと思うので、,すいませんねやりたいと思うので。,0.4375,41.15,51.57,0.5806,0.31299999996554106
7266_28097_188.72_193.12,"패션,뷰티",4.400000000000006,いつもオレンジ色参考にしてくださっている方は本当にすみません。,いつもオレンジ色参考にしてくださってる方は本当すいません。,0.1,60.4,76.07,0.931,0.375
7266_28097_195.16_204.16,"패션,뷰티",9.0,やっぱり表面が分厚いと地詰めが持っていかれがちなんですよね。,やっぱね表面があれですね分厚いと地詰め持っていかれがちなんですよね。,0.2414,55.65,65.15,0.871,0.5320000000065193
7266_28097_204.16_210.20,"패션,뷰티",6.039999999999992,表面が薄い方がパラッと剥がれるんですけど、,表面がね薄い方がパラッと剥がれるんですけど。,0.05,74.47,86.56,0.9756,0.4220000000204891
7266_28097_210.20_214.48,"패션,뷰티",4.280000000000001,ちょっとだけスポンジファイルをかけていきましょうか。,ちょっとだけスポンジファイルかけていきましょうか。,0.04,72.45,89.12,0.9796,0.35900000005494803
